time,signal,baseline_protected,corr
1.9666666666666663,-0.56170213,-1.1560082372791463,0.5943061072791462
1.9833333333333332,-0.5757447,-1.1565558373169138,0.5808111373169138
2.0,-0.58978724,-1.1571033326045366,0.5673160926045365
2.0166666666666666,-0.5991489,-1.1576507212942804,0.5585018212942804
2.033333333333333,-0.6085106,-1.1581980015270652,0.5496874015270652
2.05,-0.61787236,-1.1587451714326409,0.5408728114326409
2.066666666666667,-0.62723404,-1.1592922291297632,0.5320581891297631
2.083333333333333,-0.6365957,-1.1598391727263706,0.5232434727263706
2.1,-0.6459574,-1.160386000319761,0.514428600319761
2.1166666666666667,-0.65531915,-1.1609327099967672,0.5056135599967673
2.1333333333333333,-0.65999997,-1.1614792998339336,0.5014793298339336
2.15,-0.6693617,-1.1620257678976926,0.4926640678976927
2.1666666666666665,-0.6787234,-1.1625721122444461,0.48384871224444614
2.183333333333333,-0.68340427,-1.1631183309207433,0.4797140609207433
2.2,-0.69276595,-1.1636644219634567,0.4708984719634567
2.216666666666667,-0.6974468,-1.1642103833998645,0.46676358339986446
2.2333333333333334,-0.70212764,-1.1647562132478282,0.46262857324782813
2.25,-0.7068085,-1.165301909515873,0.45849340951587303
2.2666666666666666,-0.7161702,-1.1658474702032722,0.4496772702032722
2.283333333333333,-0.72085106,-1.1663928933001293,0.4455418333001293
2.3,-0.72553194,-1.1669381767875544,0.4414062367875544
2.316666666666667,-0.73021275,-1.1674833186377467,0.4372705686377467
2.333333333333333,-0.7348936,-1.1680283168140773,0.4331347168140772
2.35,-0.73957443,-1.1685731692711725,0.4289987392711725
2.3666666666666667,-0.7442553,-1.1691178739549954,0.4248625739549955
2.3833333333333333,-0.7489362,-1.1696624288029298,0.42072622880292976
2.4,-0.753617,-1.1702068317438623,0.4165898317438623
2.4166666666666665,-0.75829786,-1.170751080698265,0.41245322069826507
2.433333333333333,-0.76297873,-1.1712951735782793,0.40831644357827923
2.45,-0.76765954,-1.171839108287797,0.404179568287797
2.466666666666667,-0.76765954,-1.1723828827225449,0.40472334272254484
2.4833333333333334,-0.7723404,-1.1729264947701652,0.40058609477016516
2.5,-0.7770213,-1.1734699423102066,0.3964486423102066
2.5166666666666666,-0.7817021,-1.1740132232142058,0.3923111232142058
2.533333333333333,-0.786383,-1.1745563353457704,0.38817333534577037
2.55,-0.79106385,-1.1750992765606627,0.3840354265606627
2.566666666666667,-0.79106385,-1.175642044706882,0.38457819470688204
2.583333333333333,-0.79574466,-1.176184637624747,0.3804399776247469
2.6,-0.8004255,-1.176727053146884,0.37630155314688407
2.6166666666666667,-0.8051064,-1.1772692890983119,0.37216288909831186
2.6333333333333333,-0.8051064,-1.177811343296523,0.37270494329652293
2.65,-0.8097872,-1.1783532135515666,0.3685660135515666
2.6666666666666665,-0.8144681,-1.1788948976660387,0.3644267976660387
2.683333333333333,-0.8144681,-1.1794363934351644,0.36496829343516435
2.7,-0.8191489,-1.1799776986468808,0.3608287986468809
2.716666666666667,-0.82382977,-1.1805188110818265,0.35668904108182653
2.7333333333333334,-0.82382977,-1.1810597285134241,0.3572299585134241
2.75,-0.82851064,-1.1816004487079617,0.3530898087079617
2.7666666666666666,-0.83319145,-1.1821409694245835,0.3489495194245835
2.783333333333333,-0.83319145,-1.1826812884153712,0.3494898384153713
2.8,-0.8378723,-1.1832214034254285,0.34534910342542846
2.816666666666667,-0.8378723,-1.1837613121928692,0.34588901219286916
2.833333333333333,-0.8425532,-1.1843010124489004,0.3417478124489004
2.85,-0.8425532,-1.184840501917811,0.342287301917811
2.8666666666666667,-0.847234,-1.1853797783170545,0.3381457783170545
2.8833333333333333,-0.847234,-1.1859188393572395,0.3386848393572395
2.9,-0.8519149,-1.1864576827422113,0.3345427827422113
2.9166666666666665,-0.8519149,-1.186996306169042,0.33508140616904203
2.933333333333333,-0.85659575,-1.1875347073281135,0.3309389573281135
2.95,-0.85659575,-1.188072883903106,0.33147713390310607
2.966666666666667,-0.86127657,-1.1886108335710817,0.32733426357108164
2.9833333333333334,-0.86595744,-1.189148554002474,0.323191114002474
3.0,-0.86595744,-1.189686042861169,0.3237286028611691
3.0166666666666666,-0.8706383,-1.1902232978045895,0.3195849978045895
3.033333333333333,-0.8706383,-1.1907603164836835,0.32012201648368355
3.05,-0.8753191,-1.1912970965430079,0.31597799654300784
3.066666666666667,-0.88,-1.191833635620718,0.311833635620718
3.083333333333333,-0.88,-1.1923699313486495,0.31236993134864954
3.1,-0.88468087,-1.1929059813524023,0.3082251113524024
3.1166666666666667,-0.88468087,-1.1934417832513293,0.30876091325132937
3.1333333333333333,-0.8893617,-1.1939773346586198,0.30461563465861974
3.15,-0.8893617,-1.1945126331812876,0.3051509331812876
3.1666666666666665,-0.8893617,-1.1950476764202544,0.3056859764202544
3.183333333333333,-0.89404255,-1.1955824619703395,0.30153991197033947
3.2,-0.89404255,-1.1961169874202486,0.30207443742024864
3.216666666666667,-0.8987234,-1.1966512503526585,0.29792785035265856
3.2333333333333334,-0.8987234,-1.1971852483442036,0.29846184834420364
3.25,-0.90340424,-1.1977189789655605,0.2943147389655605
3.2666666666666666,-0.90340424,-1.198252439781436,0.29484819978143606
3.283333333333333,-0.9080851,-1.198785628350651,0.2907005283506511
3.3,-0.9127659,-1.1993185422261297,0.28655264222612964
3.316666666666667,-0.9127659,-1.1998511789549817,0.2870852789549817
3.333333333333333,-0.9174468,-1.2003835360785873,0.28293673607858727
3.35,-0.9174468,-1.2009156111325843,0.28346881113258426
3.3666666666666667,-0.92212766,-1.2014474016469519,0.27931974164695184
3.3833333333333333,-0.92212766,-1.201978905146,0.2798512451459999
3.4,-0.92212766,-1.2025101191484528,0.28038245914845283
3.4166666666666665,-0.9268085,-1.2030410411674375,0.27623254116743745
3.433333333333333,-0.9268085,-1.2035716687104732,0.27676316871047313
3.45,-0.93148935,-1.2041019992795543,0.2726126492795543
3.466666666666667,-0.93148935,-1.2046320303711395,0.27314268037113953
3.4833333333333334,-0.9361702,-1.2051617594762358,0.2689915594762359
3.5,-0.9361702,-1.2056911840803872,0.26952098408038727
3.5166666666666666,-0.9361702,-1.206220301663758,0.2700501016637581
3.533333333333333,-0.94085103,-1.2067491097011227,0.26589807970112267
3.55,-0.94085103,-1.2072776056618555,0.26642657566185546
3.566666666666667,-0.94085103,-1.2078057870100127,0.2669547570100127
3.583333333333333,-0.9455319,-1.2083336512043232,0.26280175120432325
3.6,-0.9455319,-1.2088611956981765,0.26332929569817654
3.6166666666666663,-0.9455319,-1.209388417939707,0.263856517939707
3.633333333333333,-0.9502128,-1.209915315371783,0.259702515371783
3.65,-0.9502128,-1.2104418854319954,0.2602290854319954
3.6666666666666665,-0.9548936,-1.210968125552741,0.2560745255527409
3.683333333333333,-0.9548936,-1.2114940331612118,0.25660043316121184
3.7,-0.95957446,-1.21201960567948,0.25244514567948007
3.716666666666667,-0.95957446,-1.212544840524486,0.25297038052448606
3.733333333333333,-0.95957446,-1.213069735108122,0.2534952751081221
3.75,-0.96425533,-1.213594286837221,0.24933895683722096
3.7666666666666666,-0.96425533,-1.214118493113546,0.24986316311354606
3.783333333333333,-0.96425533,-1.2146423513338738,0.2503870213338738
3.8,-0.96893615,-1.2151658588899839,0.24622970888998386
3.816666666666667,-0.96893615,-1.2156890131686486,0.24675286316864864
3.8333333333333335,-0.973617,-1.216211811551715,0.24259481155171514
3.85,-0.973617,-1.2167342514160957,0.24311725141609575
3.8666666666666663,-0.973617,-1.2172563301338513,0.2436393301338513
3.883333333333333,-0.9782979,-1.2177780450721813,0.2394801450721813
3.9,-0.9782979,-1.2182993935934132,0.24000149359341316
3.9166666666666665,-0.9782979,-1.2188203730550855,0.24052247305508545
3.933333333333333,-0.9782979,-1.2193409808099376,0.24104308080993753
3.95,-0.9829787,-1.2198612142058987,0.23688251420589868
3.966666666666667,-0.9829787,-1.2203810705860771,0.23740237058607716
3.983333333333333,-0.9829787,-1.2209005472888446,0.23792184728884458
4.0,-0.9876596,-1.2214196416478245,0.2337600416478245
4.016666666666667,-0.9876596,-1.2219383509918829,0.2342787509918829
4.033333333333333,-0.9876596,-1.222456672645211,0.2347970726452111
4.05,-0.9923404,-1.222974603927315,0.23063420392731504
4.066666666666666,-0.9923404,-1.2234921421530047,0.2311517421530047
4.083333333333333,-0.9923404,-1.2240092846324784,0.23166888463247837
4.1,-0.99702126,-1.2245260286713113,0.2275047686713113
4.116666666666666,-1.0017021,-1.225042371570446,0.223340271570446
4.133333333333334,-1.0017021,-1.2255583106262737,0.2238562106262738
4.15,-1.0017021,-1.2260738431307199,0.22437174313071995
4.166666666666667,-1.006383,-1.2265889663712326,0.22020596637123258
4.183333333333334,-1.006383,-1.2271036776307724,0.2207206776307724
4.2,-1.006383,-1.2276179741878959,0.22123497418789584
4.216666666666667,-1.0110638,-1.2281318533167438,0.21706805331674373
4.233333333333333,-1.0110638,-1.2286453122870333,0.21758151228703326
4.25,-1.0110638,-1.2291583483641402,0.2180945483641401
4.266666666666667,-1.0110638,-1.229670958809089,0.21860715880908899
4.283333333333333,-1.0157447,-1.2301831408785424,0.21443844087854247
4.3,-1.0157447,-1.2306948918247906,0.2149501918247907
4.316666666666666,-1.0157447,-1.231206208895835,0.21546150889583515
4.333333333333333,-1.0157447,-1.231717089335378,0.215972389335378
4.35,-1.0204256,-1.2322275303828125,0.21180193038281248
4.366666666666666,-1.0204256,-1.2327375292732132,0.21231192927321318
4.383333333333334,-1.0204256,-1.2332470832374192,0.21282148323741912
4.4,-1.0251064,-1.233756189502023,0.20864978950202295
4.416666666666667,-1.0251064,-1.234264845289362,0.209158445289362
4.433333333333334,-1.0251064,-1.2347730478176002,0.20966664781760014
4.45,-1.0297872,-1.2352807943007176,0.20549359430071767
4.466666666666667,-1.0297872,-1.2357880819485019,0.20600088194850197
4.483333333333333,-1.0297872,-1.2362949079666308,0.20650770796663087
4.5,-1.0297872,-1.236801269556663,0.20701406955666313
4.516666666666667,-1.034468,-1.237307163916028,0.20283916391602808
4.533333333333333,-1.034468,-1.2378125882380149,0.20334458823801493
4.55,-1.034468,-1.2383175397118562,0.20384953971185626
4.566666666666666,-1.0391489,-1.2388220155227185,0.1996731155227185
4.583333333333333,-1.0391489,-1.239326012851692,0.20017711285169204
4.6,-1.0391489,-1.2398295288758738,0.2006806288758738
4.616666666666666,-1.0391489,-1.2403325607683573,0.20118366076835725
4.633333333333334,-1.0438298,-1.2408351056982236,0.19700530569822372
4.65,-1.0438298,-1.2413371608305295,0.19750736083052955
4.666666666666667,-1.0438298,-1.241838723326392,0.19800892332639197
4.683333333333334,-1.0438298,-1.2423397903429778,0.1985099903429779
4.7,-1.0485107,-1.2428403590334947,0.19432965903349464
4.716666666666667,-1.0485107,-1.2433404265471815,0.19482972654718145
4.733333333333333,-1.0485107,-1.2438399900293915,0.19532929002939148
4.75,-1.0485107,-1.2443390466215811,0.1958283466215811
4.766666666666667,-1.0531914,-1.2448375934613012,0.19164619346130118
4.783333333333333,-1.0531914,-1.2453356276821859,0.19214422768218586
4.8,-1.0531914,-1.245833146414037,0.19264174641403708
4.816666666666666,-1.0578723,-1.2463301467828143,0.1884578467828142
4.833333333333333,-1.0578723,-1.2468266259106244,0.18895432591062433
4.85,-1.0578723,-1.247322580915806,0.18945028091580585
4.866666666666666,-1.0578723,-1.2478180089129176,0.1899457089129175
4.883333333333334,-1.0625532,-1.2483129070127295,0.18575970701272948
4.9,-1.0625532,-1.248807272322214,0.18625407232221391
4.916666666666667,-1.0625532,-1.249301101944628,0.1867479019446281
4.933333333333334,-1.0625532,-1.2497943929795043,0.18724119297950437
4.95,-1.0625532,-1.2502871425226403,0.1877339425226403
4.966666666666667,-1.067234,-1.2507793476660896,0.18354534766608954
4.983333333333333,-1.067234,-1.2512710054981517,0.18403700549815172
5.0,-1.067234,-1.2517621131034553,0.1845281131034553
5.016666666666667,-1.067234,-1.2522526675629482,0.18501866756294816
5.033333333333333,-1.067234,-1.2527426659538874,0.18550866595388738
5.05,-1.0719149,-1.2532321053498303,0.18131720534983042
5.066666666666666,-1.0719149,-1.2537209828206237,0.18180608282062383
5.083333333333333,-1.0719149,-1.2542092954324886,0.1822943954324887
5.1,-1.0719149,-1.2546970402480095,0.18278214024800965
5.116666666666666,-1.0765958,-1.255184214326126,0.17858841432612604
5.133333333333334,-1.0765958,-1.255670814722122,0.17907501472212206
5.15,-1.0765958,-1.2561568384877109,0.17956103848771088
5.166666666666667,-1.0812765,-1.256642282671025,0.1753657826710251
5.183333333333334,-1.0812765,-1.257127144316607,0.17585064431660702
5.2,-1.0812765,-1.2576114204654913,0.17633492046549137
5.216666666666667,-1.0812765,-1.2580951081551965,0.17681860815519657
5.233333333333333,-1.0812765,-1.258578204419715,0.17730170441971493
5.25,-1.0859574,-1.2590607062895027,0.17310330628950266
5.266666666666667,-1.0859574,-1.2595426107914698,0.1735852107914697
5.283333333333333,-1.0859574,-1.2600239149490646,0.17406651494906455
5.3,-1.0859574,-1.2605046157822641,0.17454721578226406
5.316666666666666,-1.0859574,-1.2609847103075644,0.17502731030756435
5.333333333333333,-1.0906383,-1.2614641955379704,0.17082589553797045
5.35,-1.0906383,-1.2619430684829875,0.1713047684829876
5.366666666666666,-1.0906383,-1.2624213261487043,0.17178302614870433
5.383333333333334,-1.0906383,-1.2628989655377834,0.1722606655377834
5.4,-1.0906383,-1.2633759836494534,0.1727376836494534
5.416666666666667,-1.0906383,-1.263852377479498,0.17321407747949813
5.433333333333334,-1.0906383,-1.2643281440202458,0.1736898440202459
5.45,-1.0906383,-1.264803280260562,0.17416498026056204
5.466666666666667,-1.0953192,-1.2652777831858373,0.16995858318583723
5.483333333333333,-1.0953192,-1.2657516497779793,0.17043244977797922
5.5,-1.0953192,-1.2662248770154962,0.1709056770154962
5.516666666666667,-1.0953192,-1.266697461873488,0.17137826187348804
5.533333333333333,-1.0953192,-1.2671694013236374,0.17185020132363737
5.55,-1.0953192,-1.2676406923341998,0.1723214923341998
5.566666666666666,-1.0953192,-1.2681113318699948,0.17279213186999476
5.583333333333333,-1.0953192,-1.2685813168923952,0.17326211689239512
5.6,-1.1,-1.2690506443593188,0.1690506443593187
5.616666666666666,-1.1,-1.269519311225219,0.1695193112252189
5.633333333333334,-1.1,-1.269987314441168,0.16998731444116788
5.65,-1.1,-1.2704546509548473,0.17045465095484724
5.666666666666667,-1.1,-1.2709213177105387,0.17092131771053864
5.683333333333334,-1.1,-1.2713873116491154,0.17138731164911536
5.7,-1.1046809,-1.2718526297080321,0.16717172970803218
5.716666666666667,-1.1046809,-1.2723172688213154,0.16763636882131538
5.733333333333333,-1.1046809,-1.2727812259196485,0.16810032591964852
5.75,-1.1046809,-1.273244497930363,0.16856359793036302
5.766666666666667,-1.1046809,-1.2737070817774283,0.16902618177742834
5.783333333333333,-1.1046809,-1.2741689743814433,0.1694880743814433
5.8,-1.1046809,-1.2746301726596263,0.16994927265962634
5.816666666666666,-1.1046809,-1.2750906735258065,0.17040977352580655
5.833333333333333,-1.1046809,-1.275550473890415,0.17086957389041513
5.85,-1.1093616,-1.2760095706604753,0.16664797066047532
5.866666666666666,-1.1093616,-1.2764679607395928,0.16710636073959284
5.883333333333334,-1.1093616,-1.2769256410280407,0.1675640410280408
5.9,-1.1093616,-1.27738260842275,0.16802100842275003
5.916666666666667,-1.1093616,-1.2778388598173014,0.16847725981730144
5.933333333333334,-1.1093616,-1.278294392101915,0.16893279210191503
5.95,-1.1093616,-1.2787492021634412,0.1693876021634413
5.966666666666667,-1.1093616,-1.2792032868853522,0.16984168688535228
5.983333333333333,-1.1093616,-1.2796566431477334,0.17029504314773347
6.0,-1.1093616,-1.280109267827273,0.17074766782727302
6.016666666666667,-1.1093616,-1.280561157797253,0.17119955779725315
6.033333333333333,-1.1140425,-1.281012309927541,0.16696980992754096
6.05,-1.1140425,-1.2814627210845808,0.16742022108458077
6.066666666666666,-1.1140425,-1.2819123881314771,0.16786988813147707
6.083333333333333,-1.1140425,-1.2823613079279879,0.1683188079279878
6.1,-1.1140425,-1.2828094773305136,0.1687669773305136
6.116666666666666,-1.1140425,-1.2832568931920896,0.16921439319208953
6.133333333333334,-1.1140425,-1.2837035523623752,0.16966105236237516
6.15,-1.1140425,-1.284149451687646,0.1701069516876459
6.166666666666667,-1.1140425,-1.2845945880107852,0.17055208801078514
6.183333333333334,-1.1140425,-1.2850389581712742,0.17099645817127418
6.2,-1.1187234,-1.285482559005184,0.166759159005184
6.216666666666667,-1.1187234,-1.2859253873451653,0.16720198734516534
6.233333333333333,-1.1187234,-1.2863674400205347,0.1676440400205348
6.25,-1.1187234,-1.2868087138572644,0.16808531385726444
6.266666666666667,-1.1187234,-1.287249205677974,0.16852580567797415
6.283333333333333,-1.1187234,-1.287688912301922,0.16896551230192203
6.3,-1.1187234,-1.2881278305449972,0.16940443054499732
6.316666666666666,-1.1187234,-1.2885659572197106,0.16984255721971064
6.333333333333333,-1.1234043,-1.2890032891351844,0.16559898913518434
6.35,-1.1234043,-1.289439823097145,0.1660355230971451
6.366666666666666,-1.1234043,-1.2898755559080073,0.16647125590800727
6.383333333333334,-1.1234043,-1.2903104843668656,0.16690618436686555
6.4,-1.1234043,-1.2907446052694858,0.16734030526948573
6.416666666666667,-1.1234043,-1.2911779154082959,0.16777361540829583
6.433333333333334,-1.1234043,-1.2916104115723772,0.1682061115723772
6.45,-1.1234043,-1.2920420905474557,0.16863779054745565
6.466666666666667,-1.1234043,-1.2924729491158926,0.1690686491158926
6.483333333333333,-1.1234043,-1.292902984056677,0.169498684056677
6.5,-1.1234043,-1.2933321921454164,0.16992789214541637
6.516666666666667,-1.1234043,-1.2937605701543284,0.17035627015432842
6.533333333333333,-1.1234043,-1.2941881148522325,0.17078381485223249
6.55,-1.1234043,-1.2946148230045411,0.1712105230045411
6.566666666666666,-1.1234043,-1.2950406913732513,0.17163639137325126
6.583333333333333,-1.1234043,-1.2954657167169363,0.1720614167169363
6.6,-1.1280851,-1.2958898957907377,0.1678047957907376
6.616666666666666,-1.1280851,-1.2963132253463563,0.16822812534635623
6.633333333333334,-1.1280851,-1.296735702132137,0.168650602132137
6.65,-1.1280851,-1.2971573228930604,0.16907222289306034
6.666666666666667,-1.1280851,-1.2975780843707345,0.16949298437073446
6.683333333333334,-1.1280851,-1.2979979833033861,0.16991288330338605
6.7,-1.1280851,-1.2984170164258522,0.1703319164258521
6.716666666666667,-1.1280851,-1.2988351804695717,0.17075008046957163
6.733333333333333,-1.1280851,-1.2992524721625773,0.17116737216257727
6.75,-1.1327659,-1.2996688882294865,0.16690298822948635
6.766666666666667,-1.1327659,-1.3000844253914934,0.16731852539149328
6.783333333333333,-1.1327659,-1.300499080366455,0.1677331803664548
6.8,-1.1327659,-1.3009128498688813,0.16814694986888123
6.816666666666666,-1.1327659,-1.3013257306099284,0.1685598306099283
6.833333333333333,-1.1327659,-1.3017377192973894,0.16897181929738925
6.85,-1.1327659,-1.3021488126356864,0.16938291263568628
6.866666666666666,-1.1327659,-1.3025590073258633,0.16979310732586317
6.883333333333334,-1.1327659,-1.302968300065576,0.17020240006557597
6.9,-1.1327659,-1.3033766875490846,0.17061078754908454
6.916666666666667,-1.1327659,-1.3037841664672454,0.17101826646724527
6.933333333333334,-1.1374468,-1.3041907335075023,0.16674393350750227
6.95,-1.1374468,-1.3045963853538793,0.16714958535387936
6.966666666666667,-1.1374468,-1.305001118687067,0.16755431868706694
6.983333333333333,-1.1374468,-1.3054049301844126,0.16795813018441264
7.0,-1.1374468,-1.3058078165199134,0.16836101651991342
7.016666666666667,-1.1374468,-1.306209774364207,0.16876297436420695
7.033333333333333,-1.1421276,-1.3066108003845645,0.16448320038456443
7.05,-1.1421276,-1.307010891244883,0.164883291244883
7.066666666666666,-1.1421276,-1.3074100436057705,0.1652824436057705
7.083333333333333,-1.1421276,-1.307808254124537,0.16568065412453703
7.1,-1.1421276,-1.3082055194551887,0.16607791945518868
7.116666666666666,-1.1468085,-1.3086018362484177,0.16179333624841785
7.133333333333334,-1.1514894,-1.3089972011515956,0.15750780115159557
