time,signal,baseline_orig,baseline_fixed,corr_orig,corr_fixed
8.033333333333333,-1.1795745,-1.9380523294303815,-1.9380523294303815,0.7584778294303816,0.7584778294303816
8.05,-1.1795745,-1.8781118911211034,-1.8781118911211034,0.6985373911211035,0.6985373911211035
8.066666666666666,-1.1748936,-1.8198433904710607,-1.8198433904710607,0.6449497904710606,0.6449497904710606
8.083333333333334,-1.1748936,-1.763637994798862,-1.763637994798862,0.588744394798862,0.588744394798862
8.1,-1.1748936,-1.7098352589822792,-1.7098352589822792,0.5349416589822791,0.5349416589822791
8.116666666666667,-1.1748936,-1.6587177947467886,-1.6587177947467886,0.4838241947467885,0.4838241947467885
8.133333333333333,-1.1748936,-1.6105081200535227,-1.6105081200535227,0.43561452005352264,0.43561452005352264
8.15,-1.1748936,-1.5653676653817605,-1.5653676653817605,0.39047406538176044,0.39047406538176044
8.166666666666666,-1.1702127,-1.5233978099481096,-1.5233978099481096,0.3531851099481096,0.3531851099481096
8.183333333333334,-1.1702127,-1.4846427329066676,-1.4846427329066676,0.3144300329066676,0.3144300329066676
8.2,-1.1702127,-1.449093796700349,-1.449093796700349,0.278881096700349,0.278881096700349
8.216666666666667,-1.1655319,-1.4166951344647847,-1.4166951344647847,0.2511632344647847,0.2511632344647847
8.233333333333333,-1.1655319,-1.3873500913012387,-1.3873500913012387,0.2218181913012387,0.2218181913012387
8.25,-1.1655319,-1.3609281691651445,-1.3609281691651445,0.19539626916514452,0.19539626916514452
8.266666666666667,-1.160851,-1.3372721444404245,-1.3372721444404245,0.17642114444042445,0.17642114444042445
8.283333333333333,-1.160851,-1.3162050622996149,-1.3162050622996149,0.1553540622996148,0.1553540622996148
8.3,-1.160851,-1.2975368583654785,-1.2975368583654785,0.13668585836547842,0.13668585836547842
8.316666666666666,-1.160851,-1.2810704114668712,-1.2810704114668712,0.1202194114668711,0.1202194114668711
8.333333333333334,-1.160851,-1.266606887078072,-1.266606887078072,0.10575588707807193,0.10575588707807193
8.35,-1.160851,-1.2539502854993811,-1.2539502854993811,0.09309928549938107,0.09309928549938107
8.366666666666667,-1.1561702,-1.2429111588466584,-1.2429111588466584,0.08674095884665833,0.08674095884665833
8.383333333333333,-1.1561702,-1.2333095041772792,-1.2333095041772792,0.07713930417727921,0.07713930417727921
8.4,-1.1561702,-1.2249768751691832,-1.2249768751691832,0.06880667516918315,0.06880667516918315
8.416666666666666,-1.160851,-1.217757781089855,-1.217757781089855,0.05690678108985492,0.05690678108985492
8.433333333333334,-1.160851,-1.2115104594582153,-1.2115104594582153,0.05065945945821526,0.05065945945821526
8.45,-1.160851,-1.2061071184948682,-1.2061071184948682,0.0452561184948681,0.0452561184948681
8.466666666666667,-1.160851,-1.2014337482549873,-1.2014337482549873,0.0405827482549872,0.0405827482549872
8.483333333333333,-1.160851,-1.1973895965578611,-1.1973895965578611,0.03653859655786107,0.03653859655786107
8.5,-1.160851,-1.19388639886736,-1.19388639886736,0.033035398867359955,0.033035398867359955
8.516666666666667,-1.1655319,-1.190847441499218,-1.190847441499218,0.025315541499218108,0.025315541499218108
8.533333333333333,-1.1655319,-1.1882065261634809,-1.1882065261634809,0.022674626163480927,0.022674626163480927
8.55,-1.1655319,-1.185906891931401,-1.185906891931401,0.020374991931401132,0.020374991931401132
8.566666666666666,-1.1655319,-1.1839003479832342,-1.1839003479832342,0.018368447983234226,0.018368447983234226
8.583333333333334,-1.1655319,-1.182146287309013,-1.182146287309013,0.01661438730901299,0.01661438730901299
8.6,-1.1655319,-1.18061011383659,-1.18061011383659,0.015078213836590137,0.015078213836590137
8.616666666666667,-1.1655319,-1.1792624883644445,-1.1792624883644445,0.013730588364444518,0.013730588364444518
8.633333333333333,-1.1702127,-1.178078526204689,-1.178078526204689,0.007865826204688897,0.007865826204688897
8.65,-1.1702127,-1.1770372031664722,-1.1770372031664722,0.006824503166472207,0.006824503166472207
8.666666666666666,-1.1702127,-1.1761207199584436,-1.1761207199584436,0.005908019958443589,0.005908019958443589
8.683333333333334,-1.1702127,-1.1753140326790887,-1.1753140326790887,0.005101332679088744,0.005101332679088744
8.7,-1.1702127,-1.1746042665429106,-1.1746042665429106,0.004391566542910619,0.004391566542910619
8.716666666666667,-1.1702127,-1.17398036586958,-1.17398036586958,0.0037676658695799947,0.0037676658695799947
8.733333333333333,-1.1702127,-1.173432919117482,-1.173432919117482,0.0032202191174819372,0.0032202191174819372
8.75,-1.1702127,-1.1729535716791202,-1.1729535716791202,0.0027408716791201826,0.0027408716791201826
8.766666666666667,-1.1702127,-1.1725351399711417,-1.1725351399711417,0.0023224399711416766,0.0023224399711416766
8.783333333333333,-1.1702127,-1.1721710728811718,-1.1721710728811718,0.0019583728811718437,0.0019583728811718437
8.8,-1.1702127,-1.1718555546977285,-1.1718555546977285,0.001642854697728513,0.001642854697728513
8.816666666666666,-1.1702127,-1.1715833408642307,-1.1715833408642307,0.0013706408642306656,0.0013706408642306656
8.833333333333334,-1.1702127,-1.1713495203651387,-1.1713495203651387,0.0011368203651387354,0.0011368203651387354
8.85,-1.1702127,-1.1711495297711976,-1.1711495297711976,0.0009368297711975782,0.0009368297711975782
8.866666666666667,-1.1702127,-1.1709792592016055,-1.1709792592016055,0.0007665592016055101,0.0007665592016055101
8.883333333333333,-1.1702127,-1.1708350609921838,-1.1708350609921838,0.0006223609921838236,0.0006223609921838236
8.9,-1.1702127,-1.170713329386871,-1.170713329386871,0.0005006293868710099,0.0005006293868710099
8.916666666666666,-1.1702127,-1.170610839958162,-1.170610839958162,0.00039813995816206926,0.00039813995816206926
8.933333333333334,-1.1702127,-1.1705244630525338,-1.1705244630525338,0.00031176305253377556,0.00031176305253377556
8.95,-1.1702127,-1.1704512743774877,-1.1704512743774877,0.00023857437748775467,0.00023857437748775467
8.966666666666667,-1.1655319,-1.170388498930735,-1.170388498930735,0.004856598930734979,0.004856598930734979
8.983333333333333,-1.1655319,-1.1703334511131769,-1.1703334511131769,0.004801551113176927,0.004801551113176927
9.0,-1.1561702,-1.170283426602429,-1.170283426602429,0.014113226602428863,0.014113226602428863
9.016666666666667,-1.1421276,-1.1702358296889417,-1.1702358296889417,0.028108229688941666,0.028108229688941666
9.033333333333331,-1.1187234,-1.170187896655752,-1.170187896655752,0.051464496655752034,0.051464496655752034
9.05,-1.0859574,-1.1701367349953604,-1.1701367349953604,0.08417933499536034,0.08417933499536034
9.066666666666666,-1.034468,-1.1700793623917198,-1.1700793623917198,0.1356113623917199,0.1356113623917199
9.083333333333334,-0.96425533,-1.170012450923,-1.170012450923,0.20575712092300014,0.20575712092300014
9.1,-0.8706383,-1.1699324801392936,-1.1699324801392936,0.29929418013929365,0.29929418013929365
9.116666666666667,-0.753617,-1.169835499493614,-1.169835499493614,0.416218499493614,0.416218499493614
9.133333333333333,-0.61787236,-1.169717267221778,-1.169717267221778,0.5518449072217779,0.5518449072217779
9.15,-0.46340424,-1.1695732940866927,-1.1695732940866927,0.7061690540866927,0.7061690540866927
9.166666666666666,-0.29957446,-1.1693985736743573,-1.1693985736743573,0.8698241136743573,0.8698241136743573
9.183333333333334,-0.13106383,-1.1691880428383288,-1.1691880428383288,1.0381242128383288,1.0381242128383288
9.2,0.028085107,-1.1689362718416751,-1.1689362718416751,1.1970213788416753,1.1970213788416753
9.216666666666669,0.16851063,-1.1686378895490297,-1.1686378895490297,1.3371485195490296,1.3371485195490296
9.233333333333333,0.28085107,-1.1682876414221686,-1.1682876414221686,1.4491387114221685,1.4491387114221685
9.25,0.36978722,-1.1678806256272007,-1.1678806256272007,1.5376678456272008,1.5376678456272008
9.266666666666667,0.4212766,-1.1674123746315632,-1.1674123746315632,1.5886889746315633,1.5886889746315633
9.283333333333331,0.44,-1.1668792537768455,-1.1668792537768455,1.6068792537768455,1.6068792537768455
9.3,0.43063828,-1.1662786480991674,-1.1662786480991674,1.5969169280991673,1.5969169280991673
9.316666666666666,0.3931915,-1.1656092077246576,-1.1656092077246576,1.5588007077246577,1.5588007077246577
9.333333333333334,0.33234042,-1.1648711375986558,-1.1648711375986558,1.4972115575986558,1.4972115575986558
9.35,0.26212767,-1.1640662753445346,-1.1640662753445346,1.4261939453445345,1.4261939453445345
9.366666666666667,0.17319149,-1.1631982375826275,-1.1631982375826275,1.3363897275826275,1.3363897275826275
9.383333333333333,0.079574466,-1.1622726210710548,-1.1622726210710548,1.2418470870710547,1.2418470870710547
9.4,-0.018723404,-1.1612969521698193,-1.1612969521698193,1.1425735481698194,1.1425735481698194
9.416666666666666,-0.11702128,-1.1602806180168617,-1.1602806180168617,1.0432593380168615,1.0432593380168615
9.433333333333334,-0.2106383,-1.1592347133999412,-1.1592347133999412,0.9485964133999412,0.9485964133999412
9.45,-0.29957446,-1.1581718049108174,-1.1581718049108174,0.8585973449108174,0.8585973449108174
9.466666666666669,-0.38851064,-1.1571056191639475,-1.1571056191639475,0.7685949791639475,0.7685949791639475
9.483333333333333,-0.4680851,-1.1560506668892976,-1.1560506668892976,0.6879655668892977,0.6879655668892977
9.5,-0.5382979,-1.1550218191494686,-1.1550218191494686,0.6167239191494686,0.6167239191494686
9.516666666666667,-0.6085106,-1.1540338553995926,-1.1540338553995926,0.5455232553995926,0.5455232553995926
9.533333333333331,-0.6693617,-1.153101005292242,-1.153101005292242,0.48373930529224196,0.48373930529224196
9.55,-0.72553194,-1.152236506824225,-1.152236506824225,0.4267045668242251,0.4267045668242251
9.566666666666666,-0.7770213,-1.1514522025534861,-1.1514522025534861,0.3744309025534861,0.3744309025534861
9.583333333333334,-0.8191489,-1.1507581932479665,-1.1507581932479665,0.3316092932479665,0.3316092932479665
9.6,-0.85659575,-1.1501625646634046,-1.1501625646634046,0.2935668146634046,0.2935668146634046
9.616666666666667,-0.89404255,-1.1496711984957397,-1.1496711984957397,0.25562864849573974,0.25562864849573974
9.633333333333333,-0.92212766,-1.1492876733081965,-1.1492876733081965,0.22716001330819646,0.22716001330819646
9.65,-0.9502128,-1.1490132558247115,-1.1490132558247115,0.1988004558247115,0.1988004558247115
9.666666666666666,-0.973617,-1.1488469778370785,-1.1488469778370785,0.1752299778370785,0.1752299778370785
9.683333333333334,-0.9923404,-1.1487857894740676,-1.1487857894740676,0.1564453894740676,0.1564453894740676
9.7,-1.0110638,-1.1488247760274928,-1.1488247760274928,0.1377609760274927,0.1377609760274927
9.716666666666669,-1.0251064,-1.1489574231193593,-1.1489574231193593,0.12385102311935925,0.12385102311935925
9.733333333333333,-1.0391489,-1.1491759138075157,-1.1491759138075157,0.11002701380751567,0.11002701380751567
9.75,-1.0485107,-1.1494714412334939,-1.1494714412334939,0.10096074123349386,0.10096074123349386
9.766666666666667,-1.0578723,-1.1498345214853598,-1.1498345214853598,0.09196222148535971,0.09196222148535971
9.783333333333331,-1.067234,-1.1502552932743184,-1.1502552932743184,0.0830212932743184,0.0830212932743184
9.8,-1.0765958,-1.1507237935526942,-1.1507237935526942,0.07412799355269417,0.07412799355269417
9.816666666666666,-1.0859574,-1.1512302010611528,-1.1512302010611528,0.06527280106115274,0.06527280106115274
9.833333333333334,-1.0906383,-1.1517650427231592,-1.1517650427231592,0.06112674272315921,0.06112674272315921
9.85,-1.0953192,-1.1523193605762803,-1.1523193605762803,0.05700016057628021,0.05700016057628021
9.866666666666667,-1.1,-1.1528848393640327,-1.1528848393640327,0.052884839364032654,0.052884839364032654
9.883333333333333,-1.1046809,-1.1534538968873944,-1.1534538968873944,0.04877299688739445,0.04877299688739445
9.9,-1.1093616,-1.154019740670192,-1.154019740670192,0.044658140670192026,0.044658140670192026
9.916666666666666,-1.1093616,-1.1545763954200916,-1.1545763954200916,0.04521479542009166,0.04521479542009166
