Pico,Amplitude,Alpha,Beta,Localização,Média,Moda,Variância,Assimetria
1,34.07659577777872,1.8796309433657046,2.4826572615707225,8.29657877190053,9.053683255254185,8.650889033321464,0.30495731129421094,1.4587931074520126
2,43.897022930787344,1.3731987659246536,1.2362800562381377,9.400000061629349,10.51075062255253,9.701872411702078,0.898461926420678,1.7067239915232142
3,16.112111391609794,9.996416460269533,0.08121339341587624,11.496886835192125,134.58516131573307,122.27192136922308,1515.6154582807849,0.6325688839760147
