time,signal,fit_total,peak_1,peak_2,peak_3,peak_4,peak_5,peak_6
10.816666666666666,-0.018723404,3.015012352957165e-06,3.4336577848826723e-37,3.015012352957165e-06,0.0,0.0,0.0,0.0
10.833333333333334,-0.018723404,2.9006831229776387e-06,2.904908834986491e-37,2.9006831229776387e-06,0.0,0.0,0.0,0.0
10.85,-0.0140425535,2.7906735921236394e-06,2.45754162248612e-37,2.7906735921236394e-06,0.0,0.0,0.0,0.0
10.866666666666667,-0.0140425535,2.684821265048752e-06,2.079036705086332e-37,2.684821265048752e-06,0.0,0.0,0.0,0.0
10.883333333333333,-0.0140425535,2.582969725923729e-06,1.7587995889737793e-37,2.582969725923729e-06,0.0,0.0,0.0,0.0
10.9,-0.0140425535,2.484968412534731e-06,1.4878649107376333e-37,2.484968412534731e-06,0.0,0.0,0.0,0.0
10.916666666666666,-0.0140425535,2.390672398701585e-06,1.2586460549684585e-37,2.390672398701585e-06,0.0,0.0,0.0,0.0
10.933333333333334,-0.0140425535,2.299942184712938e-06,1.0647232327449266e-37,2.299942184712938e-06,0.0,0.0,0.0,0.0
10.95,-0.009361702,2.212643495486652e-06,9.006641163147043e-38,2.212643495486652e-06,0.0,0.0,0.0,0.0
10.966666666666669,-0.009361702,2.128647086173583e-06,7.618720312837043e-38,2.128647086173583e-06,0.0,0.0,0.0,0.0
10.983333333333333,-0.009361702,2.0478285549337667e-06,6.444574747023544e-38,2.0478285549337667e-06,0.0,0.0,0.0,0.0
11.0,-0.004680851,1.9700681626227847e-06,5.451293768640847e-38,1.9700681626227847e-06,0.0,0.0,0.0,0.0
11.016666666666667,0.0,1.8952506591367255e-06,4.6110307444939774e-38,1.8952506591367255e-06,0.0,0.0,0.0,0.0
11.033333333333331,0.004680851,1.8232651161719043e-06,3.9002242812186936e-38,1.8232651161719043e-06,0.0,0.0,0.0,0.0
11.05,0.0140425535,1.754004766165259e-06,3.298939117473019e-38,1.754004766165259e-06,0.0,0.0,0.0,0.0
11.066666666666666,0.03276596,8.124834041806717e-06,2.790308340081636e-38,1.6873668471894513e-06,0.0,0.0,0.0,6.437467194617267e-06
11.083333333333334,0.056170214,0.0004880413218894183,2.3600613559656817e-38,1.6232524535844974e-06,0.0,0.0,0.0,0.00048641806943583384
11.1,0.09361702,0.0050103163531309775,1.996124442409633e-38,1.561566392116336e-06,0.0,0.0,0.0,0.005008754786738861
11.116666666666667,0.15914893,0.023534642164138215,1.6882827219985867e-38,1.5022170434595557e-06,0.0,0.0,0.0,0.023533139947094755
11.133333333333333,0.25276595,0.07243113801456402,1.427894121712156e-38,1.4451162288094649e-06,0.0,0.0,0.0,0.07242969289833522
11.15,0.38382977,0.17100577965178643,1.207647325817299e-38,1.3901790814352113e-06,0.0,0.0,0.0,0.171004389472705
11.166666666666666,0.55702126,0.336593529010176,1.0213569597281907e-38,1.3373239229929027e-06,0.0,0.0,0.0,0.336592191686253
11.183333333333334,0.79106385,0.5802593945466592,8.63790281046053e-39,1.2864721444238566e-06,0.0,0.0,0.0,0.5802581080745148
11.2,1.0859574,0.9042662738703494,7.305205334860197e-39,1.2375480912697979e-06,0.0,0.0,0.0,0.9042650363222582
11.216666666666669,1.4370213,1.3015738916789206,6.178028638246956e-39,1.1904789532425456e-06,0.0,0.0,0.0,1.3015727011999674
11.233333333333333,1.8395745,1.7570356691266515,5.224693320947371e-39,1.1451946578920577e-06,0.0,0.0,0.0,1.7570345239319936
11.25,2.2842553,2.249688276575231,4.418400785590421e-39,1.1016277682218234e-06,0.0,0.0,0.0,2.249687174947463
11.266666666666667,2.7523403,2.7554996560413563,3.7364816238027696e-39,1.059713384106757e-06,0.0,0.0,0.0,2.755498596327972
11.283333333333331,3.2251062,3.250052925587221,3.159759689338204e-39,1.0193890473732985e-06,0.0,0.0,0.0,3.2500519061981734
11.3,3.6885107,3.710811408317232,2.672014060480413e-39,9.80594650407052e-07,0.0,0.0,0.0,3.7108104277225817
11.316666666666666,4.1051064,4.118778130705788,2.2595238310529126e-39,9.432723481580444e-07,0.0,0.0,0.0,4.11877718743344
11.333333333333334,4.45617,4.4595014900354775,1.910682985320375e-39,9.073664734181996e-07,0.0,0.0,0.0,4.459500582669004
11.35,4.7323403,4.723476375054536,1.6156745720774113e-39,8.728234552506049e-07,0.0,0.0,0.0,4.72347550223108
11.366666666666667,4.9242554,4.906047650480144,1.366195051950057e-39,8.395917404541119e-07,0.0,0.0,0.0,4.906046810888403
11.383333333333333,5.027234,5.006947489410702,1.1552210956844365e-39,8.076217179514134e-07,0.0,0.0,0.0,5.006946681788984
11.4,5.0459576,5.0295985921988215,9.768122991319519e-40,7.768656459925434e-07,0.0,0.0,0.0,5.029597815333176
11.416666666666666,4.989787,4.980300644410495,8.259442859278633e-40,7.472775820699268e-07,0.0,0.0,0.0,4.980299897132913
11.433333333333334,4.868085,4.867394762324133,6.9836751956331426e-40,7.188133154446765e-07,0.0,0.0,0.0,4.867394043510817
11.45,4.6902127,4.700475605440747,5.904878664334257e-40,6.914303021877337e-07,0.0,0.0,0.0,4.700474914010445
11.466666666666669,4.4748936,4.489696939503949,4.992655606069467e-40,6.650876026427471e-07,0.0,0.0,0.0,4.489696274416346
11.483333333333333,4.2268085,4.245195818314244,4.221297365317519e-40,6.397458212212152e-07,0.0,0.0,0.0,4.245195178568422
11.5,3.9553192,3.9766441619245523,3.569061320639513e-40,6.153670484434321e-07,0.0,0.0,0.0,3.976643546557504
11.516666666666667,3.679149,3.6929244801984518,3.0175593328233313e-40,5.91914805142288e-07,0.0,0.0,0.0,3.6929238882836466
11.533333333333331,3.4029787,3.401918460652712,2.5512404483752045e-40,5.693539887496341e-07,0.0,0.0,0.0,3.4019178912987234
11.55,3.1221275,3.1103924798811433,2.1569533382294672e-40,5.47650821588155e-07,0.0,0.0,0.0,3.1103919322303217
11.566666666666666,2.855319,2.8239620847428237,1.8235761872910767e-40,5.267728010944406e-07,0.0,0.0,0.0,2.823961557970023
11.583333333333334,2.5978723,2.5471174134458585,1.5417036420938426e-40,5.066886519015377e-07,0.0,0.0,0.0,2.5471169067572066
11.6,2.359149,2.2832927568071306,1.3033820243767878e-40,4.873682797121542e-07,0.0,0.0,0.0,2.283292269438851
11.616666666666667,2.1297872,2.034965474345021,1.101885372529302e-40,4.687827268959638e-07,0.0,0.0,0.0,2.0349650055622943
11.633333333333333,1.9191489,1.803771872853459,9.315260185519225e-41,4.509041297470944e-07,0.0,0.0,0.0,1.8037714219493293
11.65,1.7225531,1.5906301306301178,7.874943774832156e-41,4.3370567734010027e-07,0.0,0.0,0.0,1.5906296969244405
11.666666666666666,1.54,1.395862707612892,6.657234463079366e-41,4.171615719251027e-07,0.0,0.0,0.0,1.39586229045132
11.683333333333334,1.3761702,1.219312796802573,5.627742031469044e-41,4.012469908048493e-07,0.0,0.0,0.0,1.2193123955555822
11.7,1.226383,1.0604511817001576,4.757386844745295e-41,3.85938049638678e-07,0.0,0.0,0.0,1.0604507957621079
11.716666666666669,1.0953192,0.9184713476816484,4.02158014658285e-41,3.712117671202725e-07,0.0,0.0,0.0,0.9184709764698813
11.733333333333333,0.973617,0.7923718615303816,3.399530821824742e-41,3.5704603097817634e-07,0.0,0.0,0.0,0.7923715044843507
11.75,0.8706383,0.6810259105078165,2.8736591227851995e-41,3.4341956524977207e-07,0.0,0.0,0.0,0.6810255670882512
11.766666666666667,0.7770213,0.5832385181573879,2.42910086301382e-41,3.3031189878143967e-07,0.0,0.0,0.0,0.5832381878454891
11.783333333333331,0.6974468,0.4977923701233399,2.0532881249205061e-41,3.1770333490914044e-07,0.0,0.0,0.0,0.49779205242000496
11.8,0.62723404,0.4234834308861069,1.735594678852899e-41,3.055749222755267e-07,0.0,0.0,0.0,0.42348312531118465
11.816666666666666,0.56170213,0.35914764966799745,1.4670361309168007e-41,2.9390842674125047e-07,0.0,0.0,0.0,0.3591473557595707
11.833333333333334,0.5055319,0.3036800745132285,1.2400163560985037e-41,2.8268630434963454e-07,0.0,0.0,0.0,0.3036797918269241
11.85,0.4587234,0.25604764618090525,1.0481130752890607e-41,2.7189167530552137e-07,0.0,0.0,0.0,0.25604737428922997
11.866666666666667,0.41659573,0.21529685125311962,8.858965361552246e-42,2.6150829893042285e-07,0.0,0.0,0.0,0.2152965897448207
11.883333333333333,0.37914893,0.18055729508807772,7.487761893808251e-42,2.5152054955760184e-07,0.0,0.0,0.0,0.18055704356752816
11.9,0.35106382,0.15104212388455618,6.328710397657355e-42,2.4191339333198593e-07,0.0,0.0,0.0,0.15104188197116283
11.916666666666666,0.31829786,0.1260460913652262,5.3490001815028904e-42,2.3267236588117857e-07,0.0,0.0,0.0,0.12604585869286034
11.933333333333334,0.29489362,0.10494193652370813,4.520892838486194e-42,2.2378355082501617e-07,0.0,0.0,0.0,0.1049417127401573
11.95,0.27148935,0.08717561912515209,3.820938440664292e-42,2.1523355909239644e-07,0.0,0.0,0.0,0.087175403891593
11.966666666666669,0.25276595,0.07226085188854614,3.229312800403509e-42,2.0700950901519182e-07,0.0,0.0,0.0,0.07226064487903712
11.983333333333333,0.2387234,0.05977327375753233,2.7292571070539217e-42,1.9909900717025206e-07,0.0,0.0,0.0,0.05977307465852516
12.0,0.22,0.04934452759292596,2.3066041315798755e-42,1.9149012994149297e-07,0.0,0.0,0.0,0.04934433610279602
12.016666666666667,0.20595744,0.040656437492189154,1.9493776314829072e-42,1.841714057752097e-07,0.0,0.0,0.0,0.04065625332078338
12.033333333333331,0.19191489,0.03343542480069054,1.6474536516419967e-42,1.771317981026463e-07,0.0,0.0,0.0,0.033435247668892436
12.05,0.18255319,0.02744725651100384,1.392274161672434e-42,1.7036068890488615e-07,0.0,0.0,0.0,0.027447086150314933
12.066666666666666,0.17319149,0.022492183818265492,1.1766049461362103e-42,1.6384786289604736e-07,0.0,0.0,0.0,0.022492019970402597
12.083333333333334,0.16382979,0.018400500768603483,9.943309119547681e-43,1.575834923016073e-07,0.0,0.0,0.0,0.018400343185111183
12.1,0.15446809,0.015028531917326383,8.402830328056075e-43,1.5155812220962462e-07,0.0,0.0,0.0,0.015028380359204173
12.116666666666667,0.14510638,0.012255042516877047,7.100920428210208e-43,1.4576265647337506e-07,0.0,0.0,0.0,0.012254896754220574
12.133333333333333,0.14042553,0.009978053918662555,6.000647466927579e-43,1.401883441447743e-07,0.0,0.0,0.0,0.00997791373031841
12.15,0.13106383,0.008112039667933108,5.0707945156061265e-43,1.3482676641868753e-07,0.0,0.0,0.0,0.00811190484116669
12.166666666666666,0.12638298,0.006585473400807947,4.28497565809953e-43,1.296698240690009e-07,0.0,0.0,0.0,0.006585343730983878
12.183333333333334,0.11702128,0.005338697447920049,3.620888663208235e-43,1.247097253580071e-07,0.0,0.0,0.0,0.005338572738194691
12.2,0.11234043,0.004322080457150597,3.059683216612245e-43,1.1993897440138066e-07,0.0,0.0,0.0,0.004321960518176195
12.216666666666669,0.10765957,0.003494432919414652,2.585426850729673e-43,1.1535035997164309e-07,0.0,0.0,0.0,0.0034943175690546804
12.233333333333333,0.10297872,0.002821650857925527,2.1846534705885783e-43,1.1093694472369136e-07,0.0,0.0,0.0,0.002821539920980803
12.25,0.09829787,0.002275559841509716,1.845981707221841e-43,1.0669205482653234e-07,0.0,0.0,0.0,0.0022754531494548896
12.266666666666667,0.09829787,0.0018329336900417346,1.5597923031424137e-43,1.026092699860112e-07,0.0,0.0,0.0,0.0018328310807717485
12.283333333333331,0.09361702,0.0014746645920719038,1.3179554027391547e-43,9.868241384383472e-08,0.0,0.0,0.0,0.00147456590965806
12.3,0.08893617,0.0011850637319696649,1.1136000310267195e-43,9.490554473877298e-08,0.0,0.0,0.0,0.001184968826424926
12.316666666666666,0.084255315,0.0009512738418579585,9.409192368594281e-44,9.127294681645048e-08,0.0,0.0,0.0,0.0009511825689111421
12.333333333333334,0.079574466,0.0007627772951216155,7.950053851325187e-44,8.777912147461193e-08,0.0,0.0,0.0,0.0007626895160001408
12.35,0.079574466,0.0006109854073142457,6.717109351053523e-44,8.441877913128603e-08,0.0,0.0,0.0,0.0006109009885351144
12.366666666666667,0.074893616,0.0004888964868361905,5.675307628420146e-44,8.118683130369614e-08,0.0,0.0,0.0,0.0004888153000048868
12.383333333333333,0.07021277,0.00039081187365774014,4.795026952344276e-44,7.807838298625241e-08,0.0,0.0,0.0,0.0003907337952747539
12.4,0.07021277,0.0003121007199652483,4.051234383502456e-44,7.50887253163726e-08,0.0,0.0,0.0,0.0003120256312399319
12.416666666666666,0.06553192,0.00024900560818064794,3.4227751848788725e-44,7.221332851732082e-08,0.0,0.0,0.0,0.0002489333948521306
12.433333333333334,0.06553192,0.00019848227948005996,2.891772226236915e-44,6.944783510763683e-08,0.0,0.0,0.0,0.0001984128316449523
12.45,0.060851064,0.00015806777218759646,2.443118363081655e-44,6.678805336713769e-08,0.0,0.0,0.0,0.00015800098413422931
12.466666666666669,0.060851064,0.00012577215789546714,2.0640474030333464e-44,6.422995104983065e-08,0.0,0.0,0.0,0.00012570792794441732
12.483333333333333,0.056170214,9.998982786275285e-05,1.7437714979240647e-44,6.176964933445669e-08,0.0,0.0,0.0,9.992805821341839e-05
12.5,0.056170214,7.94269369297258e-05,1.4731746812290202e-44,5.940341700370729e-08,0.0,0.0,0.0,7.936753351272209e-05
12.516666666666667,0.056170214,6.304216997637519e-05,1.2445538608552892e-44,5.712766484352304e-08,0.0,0.0,0.0,6.298504231153167e-05
12.533333333333331,0.05148936,4.999846908767792e-05,1.051399921769882e-44,5.493894025417392e-08,0.0,0.0,0.0,4.994353014742374e-05
12.55,0.05148936,3.962375927620377e-05,8.88212729494669e-45,5.283392206514991e-08,0.0,0.0,0.0,3.957092535413862e-05
12.566666666666666,0.05148936,3.137904697873466e-05,7.503447862564242e-45,5.0809415546193074e-08,0.0,0.0,0.0,3.132823756318847e-05
12.583333333333334,0.04680851,2.483254762464957e-05,6.338691037341648e-45,4.886234760706621e-08,0.0,0.0,0.0,2.4783685277042505e-05
12.6,0.04680851,1.963873435439199e-05,5.3546754287463e-45,4.698976217896212e-08,0.0,0.0,0.0,1.9591744592213027e-05
12.616666666666667,0.04680851,1.5521396439729747e-05,4.523364515667643e-45,4.518881577069661e-08,0.0,0.0,0.0,1.547620762395905e-05
12.633333333333333,0.04680851,1.2259959204064678e-05,3.821069215079647e-45,4.3456773193103885e-08,0.0,0.0,0.0,1.2216502430871574e-05
12.65,0.042127658,9.678452510500978e-06,3.2277740023734343e-45,4.179100344528684e-08,0.0,0.0,0.0,9.636661507055691e-06
12.666666666666666,0.042127658,7.636626684457868e-06,2.7265674479668508e-45,4.018897575662476e-08,0.0,0.0,0.0,7.596437708701244e-06
12.683333333333334,0.042127658,6.022806913623233e-06,2.303160997280338e-45,3.864825577865824e-08,0.0,0.0,0.0,5.9841586578445745e-06
12.7,0.042127658,4.7481529898807094e-06,1.945482325201971e-45,3.7166501921202415e-08,0.0,0.0,0.0,4.710986487959507e-06
12.716666666666669,0.037446808,3.742053490165684e-06,1.6433317126471066e-45,3.574146182724212e-08,0.0,0.0,0.0,3.7063120283384418e-06
12.733333333333333,0.037446808,2.9484344649768866e-06,1.3880916817190424e-45,3.437096898137726e-08,0.0,0.0,0.0,2.9140634959955094e-06
12.75,0.037446808,2.3228043687526525e-06,1.172481637970811e-45,3.3052939446770184e-08,0.0,0.0,0.0,2.289751429305882e-06
12.766666666666667,0.037446808,1.8298909598218811e-06,9.903505462070987e-46,3.1785368725753335e-08,0.0,0.0,0.0,1.7981055910961277e-06
12.783333333333331,0.037446808,1.4417535812589756e-06,8.365017463574362e-46,3.056632873942048e-08,0.0,0.0,0.0,1.4111872525195552e-06
