time,signal,fit_total,peak_1,peak_2,peak_3,peak_4
0.0,-0.5804255,0.0,0.0,0.0,0.0,0.0
0.0166666666666666,-0.22468086,0.0,0.0,0.0,0.0,0.0
0.0333333333333333,-0.08893617,0.0,0.0,0.0,0.0,0.0
0.05,-0.037446808,0.0,0.0,0.0,0.0,0.0
0.0666666666666666,-0.0140425535,0.0,0.0,0.0,0.0,0.0
0.0833333333333333,-0.009361702,0.0,0.0,0.0,0.0,0.0
0.1,-0.004680851,4.957838855685901e-10,4.957838855685901e-10,0.0,0.0,0.0
0.1166666666666666,0.0,5.740483966429559e-10,5.740483966429559e-10,0.0,0.0,0.0
0.1333333333333333,0.0,5.756191600369938e-10,5.756191600369938e-10,0.0,0.0,0.0
0.15,0.0,5.441839307759011e-10,5.441839307759011e-10,0.0,0.0,0.0
0.1666666666666666,-0.004680851,4.981289969047147e-10,4.981289969047147e-10,0.0,0.0,0.0
0.1833333333333333,-0.009361702,4.467592468238955e-10,4.467592468238955e-10,0.0,0.0,0.0
0.2,-0.0140425535,3.95082732257099e-10,3.95082732257099e-10,0.0,0.0,0.0
0.2166666666666666,-0.023404256,3.458001088526751e-10,3.458001088526751e-10,0.0,0.0,0.0
0.2333333333333333,-0.028085107,3.002911205224749e-10,3.002911205224749e-10,0.0,0.0,0.0
0.25,-0.037446808,2.5915663926330213e-10,2.5915663926330213e-10,0.0,0.0,0.0
0.2666666666666666,-0.042127658,2.2253574793855818e-10,2.2253574793855818e-10,0.0,0.0,0.0
0.2833333333333333,-0.05148936,1.9029841438631576e-10,1.9029841438631576e-10,0.0,0.0,0.0
0.3,-0.056170214,1.6216507467897912e-10,1.6216507467897912e-10,0.0,0.0,0.0
0.3166666666666666,-0.06553192,1.3778145659538222e-10,1.3778145659538222e-10,0.0,0.0,0.0
0.3333333333333333,-0.074893616,1.1676521599113883e-10,1.1676521599113883e-10,0.0,0.0,0.0
0.35,-0.079574466,9.873450482595326e-11,9.873450482595326e-11,0.0,0.0,0.0
0.3666666666666666,-0.08893617,8.332484710114712e-11,8.332484710114712e-11,0.0,0.0,0.0
0.3833333333333333,-0.09361702,7.019843351224188e-11,7.019843351224188e-11,0.0,0.0,0.0
0.4,-0.10297872,5.904852755547858e-11,5.904852755547858e-11,0.0,0.0,0.0
0.4166666666666667,-0.10765957,4.960076484982044e-11,4.960076484982044e-11,0.0,0.0,0.0
0.4333333333333333,-0.11702128,4.1612530508417153e-11,4.1612530508417153e-11,0.0,0.0,0.0
0.45,-0.12638298,3.4871202449423435e-11,3.4871202449423435e-11,0.0,0.0,0.0
0.4666666666666667,-0.13106383,2.919178182052846e-11,2.919178182052846e-11,0.0,0.0,0.0
0.4833333333333333,-0.14042553,2.441425132195485e-11,2.441425132195485e-11,0.0,0.0,0.0
0.5,-0.14510638,2.0400879846048543e-11,2.0400879846048543e-11,0.0,0.0,0.0
0.5166666666666667,-0.15446809,1.7033608895096623e-11,1.7033608895096623e-11,0.0,0.0,0.0
0.5333333333333333,-0.16382979,1.4211600251021251e-11,1.4211600251021251e-11,0.0,0.0,0.0
0.55,-0.16851063,1.1848986924010906e-11,1.1848986924010906e-11,0.0,0.0,0.0
0.5666666666666667,-0.17787234,9.872844734060945e-12,9.872844734060945e-12,0.0,0.0,0.0
0.5833333333333334,-0.18255319,8.22138600026447e-12,8.22138600026447e-12,0.0,0.0,0.0
0.6,-0.18723404,6.842366966015364e-12,6.842366966015364e-12,0.0,0.0,0.0
0.6166666666666667,-0.19659574,5.691694850762102e-12,5.691694850762102e-12,0.0,0.0,0.0
0.6333333333333333,-0.2012766,4.732217448967434e-12,4.732217448967434e-12,0.0,0.0,0.0
0.65,-0.2106383,3.9326770591043235e-12,3.9326770591043235e-12,0.0,0.0,0.0
0.6666666666666666,-0.21531914,3.2668105695426527e-12,3.2668105695426527e-12,0.0,0.0,0.0
0.6833333333333333,-0.22468086,2.7125783043751674e-12,2.7125783043751674e-12,0.0,0.0,0.0
0.7,-0.23404256,2.2515054323286843e-12,2.2515054323286843e-12,0.0,0.0,0.0
0.7166666666666667,-0.2387234,1.868121157273423e-12,1.868121157273423e-12,0.0,0.0,0.0
0.7333333333333333,-0.2480851,1.5494824008997384e-12,1.5494824008997384e-12,0.0,0.0,0.0
0.75,-0.2574468,1.2847701673428659e-12,1.2847701673428659e-12,0.0,0.0,0.0
0.7666666666666667,-0.26212767,1.0649481904852926e-12,1.0649481904852926e-12,0.0,0.0,0.0
0.7833333333333333,-0.27148935,8.82474775431134e-13,8.82474775431134e-13,0.0,0.0,0.0
0.8,-0.27617022,7.310599402711992e-13,7.310599402711992e-13,0.0,0.0,0.0
0.8166666666666667,-0.2855319,6.054610374148422e-13,6.054610374148422e-13,0.0,0.0,0.0
0.8333333333333334,-0.29489362,5.013109870082776e-13,5.013109870082776e-13,0.0,0.0,0.0
0.85,-0.29957446,4.149740940975574e-13,4.149740940975574e-13,0.0,0.0,0.0
0.8666666666666667,-0.30893618,3.4342515447952063e-13,3.4342515447952063e-13,0.0,0.0,0.0
0.8833333333333333,-0.31829786,2.841481910748075e-13,2.841481910748075e-13,0.0,0.0,0.0
0.9,-0.3229787,2.350517129945975e-13,2.350517129945975e-13,0.0,0.0,0.0
0.9166666666666666,-0.33234042,1.943978629461324e-13,1.943978629461324e-13,0.0,0.0,0.0
0.9333333333333332,-0.33702126,1.6074322443719533e-13,1.6074322443719533e-13,0.0,0.0,0.0
0.95,-0.34170213,1.3288940692969e-13,1.3288940692969e-13,0.0,0.0,0.0
0.9666666666666668,-0.34638298,1.0984182242467993e-13,1.0984182242467993e-13,0.0,0.0,0.0
0.9833333333333332,-0.3557447,9.077531790896056e-14,9.077531790896056e-14,0.0,0.0,0.0
1.0,-0.36042553,7.500554084888656e-14,7.500554084888656e-14,0.0,0.0,0.0
1.0166666666666666,-0.36510637,6.196509493213339e-14,6.196509493213339e-14,0.0,0.0,0.0
1.0333333333333334,-0.36978722,5.1183695296745384e-14,5.1183695296745384e-14,0.0,0.0,0.0
1.05,-0.3744681,4.227166068865415e-14,4.227166068865415e-14,0.0,0.0,0.0
1.0666666666666669,-0.3744681,3.4906187931847667e-14,3.4906187931847667e-14,0.0,0.0,0.0
1.0833333333333333,-0.37914893,2.8819944859209534e-14,2.8819944859209534e-14,0.0,0.0,0.0
1.1,-0.37914893,2.3791594077331103e-14,2.3791594077331103e-14,0.0,0.0,0.0
1.1166666666666667,-0.37914893,1.96379238823135e-14,1.96379238823135e-14,0.0,0.0,0.0
1.1333333333333333,-0.37914893,1.620731622914481e-14,1.620731622914481e-14,0.0,0.0,0.0
1.15,-0.37914893,1.3374326519823352e-14,1.3374326519823352e-14,0.0,0.0,0.0
1.1666666666666667,-0.37914893,1.1035187501862967e-14,1.1035187501862967e-14,0.0,0.0,0.0
1.1833333333333331,-0.3744681,9.104080933150088e-15,9.104080933150088e-15,0.0,0.0,0.0
1.2,-0.36978722,7.510046863265804e-15,7.510046863265804e-15,0.0,0.0,0.0
1.2166666666666666,-0.36042553,6.194422242111289e-15,6.194422242111289e-15,0.0,0.0,0.0
1.2333333333333334,-0.3557447,5.1087187988064765e-15,5.1087187988064765e-15,0.0,0.0,0.0
1.25,-0.34638298,4.212865330254613e-15,4.212865330254613e-15,0.0,0.0,0.0
1.2666666666666666,-0.33702126,3.4737521975729476e-15,3.4737521975729476e-15,0.0,0.0,0.0
1.2833333333333334,-0.3229787,2.8640263677836803e-15,2.8640263677836803e-15,0.0,0.0,0.0
1.3,-0.31361702,2.3610941081415178e-15,2.3610941081415178e-15,0.0,0.0,0.0
1.3166666666666669,-0.29957446,1.9462957347116986e-15,1.9462957347116986e-15,0.0,0.0,0.0
1.3333333333333333,-0.29021275,1.6042228808578913e-15,1.6042228808578913e-15,0.0,0.0,0.0
1.35,-0.27617022,1.322153790449287e-15,1.322153790449287e-15,0.0,0.0,0.0
1.3666666666666667,-0.26212767,1.0895863263577305e-15,1.0895863263577305e-15,0.0,0.0,0.0
1.3833333333333333,-0.25276595,8.978518603609489e-16,8.978518603609489e-16,0.0,0.0,0.0
1.4,-0.24340425,7.397960953412161e-16,7.397960953412161e-16,0.0,0.0,0.0
1.4166666666666667,-0.23404256,6.095152642495595e-16,6.095152642495595e-16,0.0,0.0,0.0
1.4333333333333331,-0.22468086,5.021381356690602e-16,5.021381356690602e-16,0.0,0.0,0.0
1.45,-0.22,4.1364590205363255e-16,4.1364590205363255e-16,0.0,0.0,0.0
1.4666666666666666,-0.21531914,3.4072339135358224e-16,3.4072339135358224e-16,0.0,0.0,0.0
1.4833333333333334,-0.2106383,2.8063617361091377e-16,2.8063617361091377e-16,0.0,0.0,0.0
1.5,-0.2106383,2.311290710014258e-16,2.311290710014258e-16,0.0,0.0,0.0
1.5166666666666666,-0.2106383,1.9034235578443702e-16,1.9034235578443702e-16,0.0,0.0,0.0
1.5333333333333334,-0.2106383,1.567425631684017e-16,1.567425631684017e-16,0.0,0.0,0.0
1.55,-0.21531914,1.290653780280416e-16,1.290653780280416e-16,0.0,0.0,0.0
1.5666666666666669,-0.22,1.0626849465785054e-16,1.0626849465785054e-16,0.0,0.0,0.0
1.5833333333333333,-0.2293617,8.749271303744961e-17,8.749271303744961e-17,0.0,0.0,0.0
1.6,-0.2387234,7.202983645719766e-17,7.202983645719766e-17,0.0,0.0,0.0
1.6166666666666667,-0.2480851,5.929618462313093e-17,5.929618462313093e-17,0.0,0.0,0.0
1.6333333333333333,-0.2574468,4.881074249536572e-17,4.881074249536572e-17,0.0,0.0,0.0
1.65,-0.27148935,4.0177135545620666e-17,4.0177135545620666e-17,0.0,0.0,0.0
1.6666666666666667,-0.2855319,3.306876300556025e-17,3.306876300556025e-17,0.0,0.0,0.0
1.6833333333333331,-0.29957446,2.7216537119562112e-17,2.7216537119562112e-17,0.0,0.0,0.0
1.7,-0.31361702,2.2398772637928416e-17,2.2398772637928416e-17,0.0,0.0,0.0
1.7166666666666666,-0.33234042,1.8432850287408538e-17,1.8432850287408538e-17,0.0,0.0,0.0
1.7333333333333334,-0.34638298,1.5168343630580968e-17,1.5168343630580968e-17,0.0,0.0,0.0
1.75,-0.36042553,1.2481352970369627e-17,1.2481352970369627e-17,0.0,0.0,0.0
1.7666666666666666,-0.37914893,1.0269834753318402e-17,1.0269834753318402e-17,0.0,0.0,0.0
1.7833333333333334,-0.39787233,8.449751915288358e-18,8.449751915288358e-18,0.0,0.0,0.0
1.8,-0.41191489,6.951901152371328e-18,6.951901152371328e-18,0.0,0.0,0.0
1.8166666666666669,-0.43063828,5.719298309653073e-18,5.719298309653073e-18,0.0,0.0,0.0
1.8333333333333333,-0.4493617,4.70502388828619e-18,4.70502388828619e-18,0.0,0.0,0.0
1.85,-0.46340424,3.870447843629486e-18,3.870447843629486e-18,0.0,0.0,0.0
1.8666666666666667,-0.4774468,3.1837670174372637e-18,3.1837670174372637e-18,0.0,0.0,0.0
1.8833333333333333,-0.49148935,2.6188002386664282e-18,2.6188002386664282e-18,0.0,0.0,0.0
1.9,-0.5102128,2.1539957728628434e-18,2.1539957728628434e-18,0.0,0.0,0.0
1.9166666666666667,-0.52425534,1.7716137565057606e-18,1.7716137565057606e-18,0.0,0.0,0.0
1.9333333333333331,-0.5382979,1.4570528151697364e-18,1.4570528151697364e-18,0.0,0.0,0.0
1.95,-0.55234045,1.1982954765454996e-18,1.1982954765454996e-18,0.0,0.0,0.0
1.9666666666666663,-0.56170213,9.854514524147198e-19,9.854514524147198e-19,0.0,0.0,0.0
1.9833333333333332,-0.5757447,8.103815436770774e-19,8.103815436770774e-19,0.0,0.0,0.0
2.0,-0.58978724,6.6638795657457415e-19,6.6638795657457415e-19,0.0,0.0,0.0
2.0166666666666666,-0.5991489,5.4795931949471e-19,5.4795931949471e-19,0.0,0.0,0.0
2.033333333333333,-0.6085106,4.505607515391529e-19,4.505607515391529e-19,0.0,0.0,0.0
2.05,-0.61787236,3.7046103346587526e-19,3.7046103346587526e-19,0.0,0.0,0.0
2.066666666666667,-0.62723404,3.045903322211029e-19,3.045903322211029e-19,0.0,0.0,0.0
2.083333333333333,-0.6365957,2.504230845149667e-19,2.504230845149667e-19,0.0,0.0,0.0
2.1,-0.6459574,2.058815960197401e-19,2.058815960197401e-19,0.0,0.0,0.0
