arquivo,pico,tempo_pico,amplitude,sigma,lambda,area
DCS_E6113.csv,2,8.660590208748905,16.521263588400537,0.08575678410034698,5.456440051063192,16.521263588400434
DCS_E6113.csv,3,9.608590154658227,18.98036283300264,0.08842690415303571,4.234069307116977,18.980362833002655
DCS_E6113.csv,4,10.28765925102592,8.215889462295644,0.1762887644308879,9.185456881512335,8.21588946229572
DCS_E6114.csv,1,7.7296565273728195,1.9045560196173648,0.09695746490626499,2.183583376267296,1.9045560196173676
DCS_E6114.csv,2,8.541721077627178,18.096076899632436,0.08602120271223519,5.7899546723651305,18.096076899632415
DCS_E6114.csv,3,9.475579939191217,20.72360978629478,0.08774003089325869,4.322814812748363,20.723609786294784
DCS_E6114.csv,4,10.143744671354249,8.856151361712106,0.17783976954354458,9.999999999996248,8.856151361712143
DCS_E6115.csv,1,7.7271447850706165,1.6404346444392286,0.09831262065540189,2.382486199894075,1.6404346444392304
DCS_E6115.csv,2,8.5330696242749,18.458958887360414,0.08471248624127657,5.5680260211378645,18.45895888736054
DCS_E6115.csv,3,9.471728370780477,19.33372923775313,0.08935676260070427,4.34063056648738,19.33372923775313
DCS_E6115.csv,4,10.140625602634108,8.231743477666106,0.17932152679206023,9.999999999999982,8.231743477666088
DCS_E6116.csv,1,7.818453919208526,1.5751220521793083,0.09727477998152757,2.350750163918708,1.575122052179307
DCS_E6116.csv,2,8.62892766871047,19.222900046151768,0.08628390047137124,5.582290415257202,19.222900046151636
DCS_E6116.csv,3,9.581424293009817,19.621302535472633,0.09021760859457413,4.303153348426403,19.62130253547253
DCS_E6116.csv,4,10.259206704591287,8.355880275062189,0.18195089809731801,9.999999999999986,8.355880275062178
DCS_E612.csv,1,7.763821946250845,3.4562657176107523,0.10964414335802417,1.0288244436045308,3.4562657172071307
DCS_E612.csv,2,8.548592595763308,11.081367519836059,0.09118648810119297,5.647825867210549,11.081367519836066
DCS_E612.csv,3,9.511997388214086,12.75743541560069,0.09308932491748008,4.006966283190967,12.75743541560074
DCS_E612.csv,4,10.191694433573053,5.940177771899048,0.1850897899343197,9.999999999999877,5.9401777718990365
DCS_E613.csv,1,7.7632974951959985,3.2021487781621754,0.10433456190417349,1.168360574879983,3.2021487781453692
DCS_E613.csv,2,8.548377713834354,11.553885747419956,0.09118827944579584,5.7425256343052276,11.553885747419873
DCS_E613.csv,3,9.511806147786347,15.195258533770248,0.09147729041712177,4.0241133251929115,15.195258533770172
DCS_E613.csv,4,10.187202088127794,6.73531290577873,0.18404609637927166,9.99999999995463,6.735312905778659
DCS_E614.csv,1,7.739271035004049,2.2012433478232376,0.09806885772697807,1.9029241997294237,2.201243347823238
DCS_E614.csv,2,8.563833541720305,15.177648239497987,0.08521769781402566,5.524458497152687,15.17764823949788
DCS_E614.csv,3,9.491460792691317,18.981526768526237,0.08819347625342051,4.341864273575944,18.981526768526265
DCS_E614.csv,4,10.167412171326282,8.374392029173867,0.1803914929677268,9.999999999996456,8.374392029173757
DCS_E615.csv,1,7.763647754495367,3.0165396936973226,0.10632818862133403,1.5356828660171922,3.0165396936973212
DCS_E615.csv,2,8.558919249617329,13.225073486294944,0.08859602927430744,5.546989080015859,13.225073486294846
DCS_E615.csv,3,9.513797521648174,19.40986819510028,0.09085002773213476,4.136162626930212,19.40986819510031
DCS_E615.csv,4,10.184533457788731,8.276742072543351,0.18373918464974703,9.99999999999878,8.27674207254328
DCS_E616.csv,1,7.761225132727413,3.022922706305079,0.09891906669237054,1.4206172572175102,3.0229227063050224
DCS_E616.csv,2,8.556632216604914,12.795713778237674,0.08815864951500559,5.477692898806182,12.795713778237769
