arquivo,tempo_pico,amplitude,k,theta,area,R2
CLB05gl 10ul.csv,0.1,1e-10,3.4795724046270573,0.08333333333333301,1.0000084196977541e-10,-0.16031743989342906
CLB05gl 10ul.csv,9.2,0.8176800818553223,5.322572702602577,0.06164722861110343,0.8176800277252139,0.9993819628441046
CLB05gl 20ul.csv,0.2,1e-10,1.6674385667719092,0.08333333333333301,9.885037635565642e-11,-0.14860742782563485
CLB05gl 20ul.csv,9.2,1.95571610230146,4.85179311529221,0.07106356587583604,1.9557164749691192,0.9982640013648583
CLB05gl 40ul.csv,0.2,1e-10,3.2716267554938074,0.08333333333333301,1.0000094756937171e-10,-0.14488501805669962
CLB05gl 40ul.csv,9.2,4.256314756103201,4.968196193858936,0.07408872912190906,4.2563145652943675,0.9980302933884108
CLB05gl 5ul.csv,0.2,1e-10,1.520332190066536,0.08333333333333301,9.809014383811438e-11,-0.15818062253512544
CLB05gl 5ul.csv,9.2,0.3248808095785143,4.490494174650598,0.062987498361171,0.32488045618911543,0.9992840780274065
DCS_Celobiose_2gL_10uL.csv,7.9,0.9195700894044223,6.29199472336113,0.058040656582819795,0.9195700936282193,0.9990947857010612
DCS_Celobiose_2gL_20uL.csv,7.9,1.950954858218337,5.570706100780283,0.06495255474897187,1.9509548157576944,0.9991640451349867
DCS_Celobiose_2gL_20uL.csv,9.6,0.2827535076880938,6.295595457532177,0.06610082408064175,0.2827535067958643,0.9983078930747046
DCS_Celobiose_2gL_40uL.csv,7.9,3.891511871077513,6.1244528667100235,0.061961967432466424,3.891511854147491,0.9994687046951991
DCS_Celobiose_2gL_40uL.csv,9.6,0.555794146926517,5.2351016677173,0.07481065805270806,0.5557941499094506,0.9988041459868131
DCS_Celobiose_2gL_5uL.csv,7.9,0.4730689751122129,5.608256774784077,0.06278206059581427,0.47306897818670934,0.9992348108679286
DCS_GLC_12gL_10uL.csv,9.6,18.878339585081353,5.333680151333532,0.06870863808316714,18.87834009387662,0.9985735326628412
DCS_GLC_12gL_20uL.csv,9.6,38.734750588056876,6.883248857329232,0.05767301656319602,38.734750556986604,0.9985012265653966
DCS_GLC_12gL_40uL.csv,9.7,77.79250143404502,6.188616189678191,0.0619518093732188,77.79250194869617,0.9978383717191748
DCS_GLC_12gL_5uL.csv,9.6,9.263017351351655,5.039138820990267,0.07207164590856978,9.263018168894225,0.998629378899481
DCS_Xylose_2gL_10uL.csv,10.3,3.111457208976464,5.222935792562603,0.07287437637759156,3.111457195973229,0.9988473261611325
DCS_Xylose_2gL_20uL.csv,10.3,6.2642361366752235,5.801087967500401,0.06880214591188875,6.264236080147742,0.9991085918049016
DCS_Xylose_2gL_40uL.csv,10.3,12.622028616729308,5.638869538718041,0.07102570005840726,12.62202883757524,0.9992730820796409
DCS_Xylose_2gL_5uL.csv,10.3,1.4785971930639081,4.94426299776583,0.07554623533340313,1.4785970383515898,0.9989891101856854
GLC12gl 10ul.csv,0.2,1e-10,1.8114322723153773,0.08333333333333301,9.931658587137029e-11,-0.15596254229726747
GLC12gl 10ul.csv,11.2,18.5319023245137,6.749874551326175,0.060285710127757325,18.531902299984466,0.9976749052091634
GLC12gl 20ul.csv,11.3,38.56639365804929,6.368242112210331,0.06230424357075734,38.566393719785204,0.9975185666710707
GLC12gl 40ul.csv,0.2,1e-10,3.0852680727397157,0.08333333333333301,1.0000025505140263e-10,-0.15148217760495997
GLC12gl 40ul.csv,11.3,76.26805462165282,7.319314822545227,0.05625319707172298,76.26805461304349,0.9974494707221903
GLC12gl 5ul.csv,0.2,1e-10,2.2191576922629332,0.08333333333333301,9.986521174703028e-11,-0.14684020002758524
GLC12gl 5ul.csv,11.2,8.71028457610156,6.947272259144727,0.0581940609490077,8.710284569055906,0.9988381525777612
XY02gl 10ul.csv,12.0,2.819585699902424,5.223783302450794,0.07300538471236813,2.8195856573290645,0.99848109560718
XY02gl 20ul.csv,0.2,1e-10,2.9638327279912575,0.08333333333333301,9.999875649453587e-11,-0.16256079142629765
XY02gl 20ul.csv,12.0,6.021605803851744,4.856050241198005,0.078567628328116,6.021606154437932,0.9981828545233812
XY02gl 40ul.csv,0.2,1e-10,2.7860070641980057,0.08333333333333301,9.999322347050937e-11,-0.16892256902098035
XY02gl 40ul.csv,12.1,12.62524477917958,5.101750002314646,0.07912186882808453,12.625245140353615,0.9980382985546915
XY02gl 5ul.csv,12.0,1.2972320758114617,4.849711352496226,0.07471455352912124,1.297232217996466,0.9984508046119728
glicose_3gl.csv,9.6,18.978911458595864,4.193493438721914,0.08304393393754003,18.97892727647367,0.9985060273847303
