time,signal,baseline,corrected
0.0,1.0578723,-1.1778833215101663,2.235755621510166
0.0166666666666666,0.40723404,-1.1777730078309483,1.5850070478309484
0.0333333333333333,0.15446809,-1.177662824069424,1.332130914069424
0.05,0.056170214,-1.1775527428135641,1.2337229568135641
0.0666666666666666,0.023404256,-1.1774427366513396,1.2008469926513397
0.0833333333333333,0.004680851,-1.1773327781707212,1.1820136291707213
0.1,0.0,-1.17722283995968,1.17722283995968
0.1166666666666666,0.0,-1.1771128946061868,1.1771128946061868
0.1333333333333333,0.0,-1.1770029146982124,1.1770029146982124
0.15,0.0,-1.1768928728237276,1.1768928728237276
0.1666666666666666,-0.004680851,-1.1767827415707033,1.1721018905707032
0.1833333333333333,-0.023404256,-1.1766724935271105,1.1532682375271104
0.2,-0.04680851,-1.1765621012809202,1.1297535912809202
0.2166666666666666,-0.07021277,-1.1764515374201254,1.1062387674201255
0.2333333333333333,-0.09829787,-1.1763407927803513,1.0780429227803514
0.25,-0.13106383,-1.1762298517292482,1.0451660217292482
0.2666666666666666,-0.15914893,-1.176118683979535,1.016969753979535
0.2833333333333333,-0.19659574,-1.176007256848379,0.979411516848379
0.3,-0.2293617,-1.1758955351972111,0.9465338351972111
0.3166666666666666,-0.2668085,-1.175783481356472,0.908974981356472
0.3333333333333333,-0.3042553,-1.1756710550363967,0.8714157550363967
0.35,-0.33702126,-1.1755582132270628,0.8385369532270628
0.3666666666666666,-0.3744681,-1.1754449100859528,0.8009768100859527
0.3833333333333333,-0.41191489,-1.1753310968139608,0.7634162068139607
0.4,-0.44468084,-1.1752167215204685,0.7305358815204686
0.4166666666666667,-0.48212767,-1.1751017290740462,0.6929740590740462
0.4333333333333333,-0.51957446,-1.1749860609395362,0.6554116009395362
0.45,-0.55234045,-1.1748696550010171,0.6225292050010172
0.4666666666666667,-0.5851064,-1.174752445364566,0.5896460453645659
0.4833333333333333,-0.62255317,-1.174634362149027,0.552081192149027
0.5,-0.65531915,-1.1745153312646603,0.5191961812646604
