time,signal,fit_total,peak_1,peak_2,peak_3,peak_4,peak_5,peak_6,peak_7,peak_8
21.633333333333333,0.028085107,0.030209190860678248,1.7234916093856577e-05,4.6400202272063943e-10,0.0,1.3746283414477214e-163,5.102633128613817e-86,0.003367618922337044,0.001469317444046287,0.02535501911419904
21.65,0.037446808,0.03743372393671541,1.7096205311778833e-05,4.556730278700187e-10,0.0,7.270434063378653e-164,3.474080281168658e-86,0.0033422612968134462,0.0014568364367159412,0.032617529542201214
21.666666666666668,0.042127658,0.045399037246318115,1.6958606737632025e-05,4.47493515159312e-10,0.0,3.845273478465639e-164,2.3652349872965733e-86,0.0033170870822154513,0.001444462376719541,0.04062052873315197
21.683333333333334,0.05148936,0.053888449444263374,1.6822111495069026e-05,4.3946080232271065e-10,0.0,2.033695823966643e-164,1.6102663398144926e-86,0.0032920950545342843,0.0014321943338486956,0.049147337504924525
21.7,0.060851064,0.06265002747732303,1.668671077816268e-05,4.3157225521384393e-10,0.0,1.0755649931705596e-164,1.0962513661382305e-86,0.0032672839963817633,0.001420031386209308,0.05794602495238154
21.716666666666665,0.07021277,0.07141405086143163,1.6552395850851552e-05,4.238252869427366e-10,0.0,5.688257439091801e-165,7.462968866129405e-87,0.003242652696981503,0.001407972620143308,0.06674687272463067
21.73333333333333,0.074893616,0.07991038368210499,1.641915804638998e-05,4.162173570282413e-10,0.0,3.008248970501235e-165,5.080450193463427e-87,0.00321819995215947,0.0013960171301511763,0.07527974702553059
21.75,0.084255315,0.08788424122159538,1.628698876680216e-05,4.0874597056565397e-10,0.0,1.5908904828768382e-165,3.458453084898377e-87,0.0031939245643339735,0.0013841640188152818,0.08328986524093335
21.766666666666666,0.08893617,0.09510926699365566,1.6155879482340894e-05,4.0140867740927624e-10,0.0,8.413153053490947e-166,2.3542400191254844e-87,0.003169825342505107,0.0013724123967240205,0.0905508729735355
21.78333333333333,0.09361702,0.10139728459500741,1.602582173095008e-05,3.9420307136961295e-10,0.0,4.4490708284066835e-166,1.602539642795603e-87,0.003145901102243573,0.0013607613823967144,0.0968745958944331
21.8,0.10297872,0.10660450111331732,1.589680711773187e-05,3.871267894249806e-10,0.0,2.3527289614657764e-166,1.0908274443208363e-87,0.0031221506656790338,0.0013492101022093102,0.10211724315118445
21.816666666666663,0.10297872,0.11063427960882358,1.576882731441769e-05,3.801775109472525e-10,0.0,1.2441322594961891e-166,7.424933976880036e-88,0.003098572861487931,0.0013377576903208402,0.10618217984952287
21.83333333333333,0.10765957,0.1134368506871029,1.5641874058843252e-05,3.7335295694146873e-10,0.0,6.578900259682167e-167,5.053804504195894e-88,0.0030751665248807346,0.0013264032886006114,0.10901963862620975
21.85,0.11234043,0.11500649528672768,1.5515939154428057e-05,3.66650889299105e-10,0.0,3.478821747776463e-167,3.4398033645860406e-88,0.0030519304975887766,0.0013151460465561802,0.1106239024367774
21.866666666666667,0.11234043,0.1153768105893135,1.5391014469658912e-05,3.6006911006472486e-10,0.0,1.839514426020208e-167,2.341198125991418e-88,0.0030288636278505907,0.001303985121262055,0.11102857046566209
21.883333333333333,0.11234043,0.11461468254258012,1.5267091937576856e-05,3.5360546071576375e-10,0.0,9.726719494582068e-168,1.5934268305917492e-88,0.0030059647703977108,0.0012929196772890942,0.11030053064935028
21.9,0.10765957,0.11281354861014599,1.514416355526888e-05,3.472578214552519e-10,0.0,5.143062254266012e-168,1.0844649629342496e-88,0.0029832327864401007,0.001281948886634667,0.10853322242625812
21.916666666666668,0.10765957,0.11008645982108843,1.5022221383363123e-05,3.4102411051720557e-10,0.0,2.71937681963881e-168,7.380544470917779e-89,0.0029606665436511075,0.0012710719286535038,0.10583969878637635
21.933333333333334,0.10297872,0.10655935713612837,1.4901257545528385e-05,3.349022834844872e-10,0.0,1.437835643744921e-168,5.022856702584647e-89,0.0029382649161520035,0.0012602879899892637,0.10234590263753929
21.95,0.09829787,0.10236487611771483,1.4781264227976978e-05,3.2889033261887487e-10,0.0,7.602236358864076e-169,3.4182413257934595e-89,0.0029160267844960796,0.0012495962645067732,0.09818447147559367
21.966666666666665,0.09361702,0.09763689545178286,1.4662233678972002e-05,3.2298628620316846e-10,0.0,4.019442150646713e-169,2.3261848972059167e-89,0.002893951035652366,0.0012389959532249728,0.09348928590624027
21.98333333333333,0.08893617,0.09250595565073826,1.4544158208338303e-05,3.171882078950805e-10,0.0,2.1251153718750192e-169,1.5829797391445883e-89,0.002872036562988954,0.0012284862642505364,0.08839088834810221
22.0,0.084255315,0.08709559828266634,1.4427030186977e-05,3.114941960927162e-10,0.0,1.1235478739712033e-169,1.0771994619529477e-89,0.0028502822662559335,0.0012180664127121542,0.08301282226201709
22.016666666666666,0.074893616,0.08151961516961144,1.4310842046384229e-05,3.0590238331143576e-10,0.0,5.9400898557153484e-170,7.330043972479855e-90,0.0028286870515679755,0.0012077356206954938,0.07746888134939921
22.03333333333333,0.07021277,0.07588015136675401,1.4195586278173196e-05,3.0041093557188096e-10,0.0,3.1404134814819187e-170,4.98777376029754e-90,0.002807249831386528,0.0011974931171787897,0.07186121253149959
22.05,0.060851064,0.07026657439037919,1.408125543360038e-05,2.950180517989855e-10,0.0,1.6602483640076493e-170,3.393881384212868e-90,0.0027859695245016965,0.0011873381379691047,0.06627918517745673
22.066666666666663,0.056170214,0.06475500337944086,1.3967842123095151e-05,2.8972196323176384e-10,0.0,8.77711364165235e-171,2.3092787209306743e-90,0.002764845056013798,0.00117726992563923,0.06079892026594277
22.08333333333333,0.05148936,0.05940838354023525,1.3855339015793032e-05,2.8452093284366923e-10,0.0,4.640051891847242e-171,1.5712520640826088e-90,0.002743875357314521,0.001167287729465187,0.055483364829918815
22.1,0.042127658,0.05427699110940049,1.3743738839072832e-05,2.79413254773364e-10,0.0,2.4529372145937934e-171,1.0690677163520238e-90,0.002723059366067861,0.0011573908053643914,0.050382796919715915
22.116666666666667,0.037446808,0.0493992600319774,1.3633034378097489e-05,2.7439725376569766e-10,0.0,1.296709009116077e-171,7.273684302735377e-91,0.002702396026190725,0.0011475784158344287,0.0455356522811769
22.133333333333333,0.028085107,0.0448028316531829,1.3523218475357833e-05,2.694712846226862e-10,0.0,6.854742552547452e-172,4.948728086292145e-91,0.002681884287833176,0.0011378498298924074,0.04096957404751067
22.15,0.023404256,0.04050574131009412,1.3414284030220691e-05,2.646337316643654e-10,0.0,3.6235337885276325e-172,3.36684156007514e-91,0.002661523107358481,0.0011282043230149536,0.03670259933105673
22.166666666666668,0.018723404,0.03651766943714262,1.330622399848008e-05,2.598830081992975e-10,0.0,1.9154289699747095e-172,2.2905603733576503e-91,0.0026413114473228354,0.0011186411770787842,0.03274441032885952
22.183333333333334,0.0140425535,0.03284119862872144,1.3199031391912189e-05,2.5521755600458024e-10,0.0,1.012493816681266e-172,1.558299082066377e-91,0.0026212482764548474,0.0011091596803018793,0.029097591385355247
22.2,0.009361702,0.029473031277636997,1.309269927783342e-05,2.5063584481517277e-10,0.0,5.351941056937965e-173,1.0601075471222236e-91,0.0026013325696347253,0.0010997591271852216,0.025758846630903373
22.216666666666665,0.004680851,0.026405134421816502,1.2987220778662321e-05,2.4613637182238844e-10,0.0,2.828934552109689e-173,7.21172419825087e-92,0.002581563307873257,0.0010904388184551298,0.02272014482857308
22.23333333333333,0.0,0.02362578898179656,1.2882589071484682e-05,2.417176611813768e-10,0.0,1.4952958806214763e-173,4.905896657894255e-92,0.002561939478290535,0.0010811980610061528,0.019969768611710726
22.25,-0.004680851,0.021120529520561777,1.2778797387622174e-05,2.3737826352743827e-10,0.0,7.903583649359369e-174,3.337242889059683e-92,0.0025424600740944353,0.0010720361678445256,0.01749325424385693
