time,signal,fit_total,peak_1,peak_2,peak_3,peak_4,peak_5,peak_6,peak_7,peak_8,peak_9,peak_10,peak_11,peak_12,peak_13
10.5,1.6851064,0.4140953729919404,0.003815002822635155,0.0021130461281998435,9.931048508266103e-46,4.383563783939987e-07,3.429151926272081e-07,5.211864620242786e-05,0.40811442412333193,0.0,0.0,0.0,0.0,0.0,0.0
10.516666666666667,1.5914893,0.32307155824377776,0.0037882517716673393,0.002096995604330817,6.287547246254919e-46,3.908378523998194e-07,2.953344045288528e-07,4.3347436905385036e-05,0.31714227725861727,0.0,0.0,0.0,0.0,0.0,0.0
10.533333333333331,1.5119148,0.25139494514616667,0.003761675450232554,0.002081063051683242,3.9807711821588135e-46,3.4842876445943985e-07,2.542991792508403e-07,3.6036182916174515e-05,0.24551556773339098,0.0,0.0,0.0,0.0,0.0,0.0
10.55,1.446383,0.1952058198161432,0.0037352728805302203,0.002065247655065276,2.520304209071266e-46,3.1058466338464565e-07,2.1891757021416778e-07,2.9944922483086795e-05,0.18937482485583104,0.0,0.0,0.0,0.0,0.0,0.0
10.566666666666666,1.3902128,0.1513450997185941,0.00370904308791059,0.002049548604172535,1.5956532212823112e-46,2.768185283137861e-07,1.884178954239865e-07,2.4872561978126383e-05,0.14556117022810913,0.0,0.0,0.0,0.0,0.0,0.0
10.583333333333334,1.3387234,0.11724629553627565,0.0036829851009044993,0.0020339650935708694,1.0102383762856167e-46,2.4669477996453295e-07,1.6213271326862417e-07,2.0650687709542454e-05,0.11150828582659751,0.0,0.0,0.0,0.0,0.0,0.0
10.6,1.3012766,0.0908386481696443,0.0036570979512522677,0.0020184963226789893,6.396008218675647e-47,2.1982390822340722e-07,1.3948490479926424e-07,1.7138342767114443e-05,0.08514555624413292,0.0,0.0,0.0,0.0,0.0,0.0
10.616666666666667,1.2685106,0.07046203402373122,0.0036313806739316085,0.0020031414957509017,4.0494306699376887e-47,1.9585765360235553e-07,1.1997558983932834e-07,1.4217622198672968e-05,0.0648129783986066,0.0,0.0,0.0,0.0,0.0,0.0
10.633333333333333,1.2451063,0.05479346348689201,0.003605832307184684,0.0019878998218581974,2.5637680322647025e-47,1.7448468631157839e-07,1.0317363893075248e-07,1.1789961403010142e-05,0.04918766373812088,0.0,0.0,0.0,0.0,0.0,0.0
10.65,1.2217021,0.04278450159499486,0.003580451892544235,0.001972770514872153,1.6231673387977728e-47,1.5542673231040482e-07,8.8706573470187e-08,9.77301116987278e-06,0.03722126204310282,0.0,0.0,0.0,0.0,0.0,0.0
