0.000000000000000000e+00,-4.034844696394479513e-04
1.666666666666660052e-02,3.552979721044586814e-01
3.333333333333329818e-02,4.909534864051651182e-01
5.000000000000000278e-02,5.423020196492571721e-01
6.666666666666659635e-02,5.655051996850040119e-01
8.333333333333330095e-02,5.699131438173701270e-01
1.000000000000000056e-01,5.742344223065982689e-01
1.166666666666665991e-01,5.784510641974386358e-01
1.333333333333333037e-01,5.778608975873580356e-01
1.499999999999999944e-01,5.771201878772381777e-01
1.666666666666666019e-01,5.715183561846604032e-01
1.833333333333332926e-01,5.657083040520223260e-01
2.000000000000000111e-01,5.596567832248909857e-01
2.166666666666665908e-01,5.486479273946999191e-01
2.333333333333333093e-01,5.420074439897035745e-01
2.500000000000000000e-01,5.303376477957394419e-01
2.666666666666666075e-01,5.229654453307285289e-01
2.833333333333333259e-01,5.104968639370445205e-01
2.999999999999999889e-01,5.022653070872085124e-01
3.166666666666665964e-01,4.888862526624375704e-01
3.333333333333333148e-01,4.750246968443690987e-01
3.499999999999999778e-01,4.653539471600188215e-01
3.666666666666665853e-01,4.505143069132083733e-01
3.833333333333333037e-01,4.398799427161350084e-01
4.000000000000000222e-01,4.241126406743269683e-01
4.166666666666666852e-01,4.126087890162227212e-01
4.333333333333332926e-01,3.960522790395573089e-01
4.500000000000000111e-01,3.791797410194315265e-01
4.666666666666666741e-01,3.667367215070548303e-01
4.833333333333332815e-01,3.494335411659670321e-01
5.000000000000000000e-01,3.367092496546700842e-01
5.166666666666667185e-01,3.192825677907500381e-01
5.333333333333333259e-01,3.019154752812247544e-01
5.500000000000000444e-01,2.893681730898100546e-01
5.666666666666666519e-01,2.723541720699087509e-01
5.833333333333333703e-01,2.603041835862642817e-01
5.999999999999999778e-01,2.485982239966241236e-01
6.166666666666666963e-01,2.326067542847367886e-01
6.333333333333333037e-01,2.217324412019334445e-01
6.500000000000000222e-01,2.066432537674183778e-01
6.666666666666666297e-01,1.967194694213597883e-01
6.833333333333333481e-01,1.826070890977905259e-01
6.999999999999999556e-01,1.689846649450337246e-01
7.166666666666666741e-01,1.605217901353364340e-01
7.333333333333332815e-01,1.478378951843772326e-01
7.500000000000000000e-01,1.355889502617222409e-01
7.666666666666667185e-01,1.284262754507505266e-01
7.833333333333333259e-01,1.169558205568276832e-01
8.000000000000000444e-01,1.105053692063147630e-01
8.166666666666666519e-01,9.967937529444237388e-02
8.333333333333333703e-01,8.912599540003723897e-02
8.499999999999999778e-01,8.349577611878683525e-02
8.666666666666666963e-01,7.339968381497724570e-02
8.833333333333333037e-01,6.349525618638895974e-02
9.000000000000000222e-01,5.844428009793128931e-02
9.166666666666666297e-01,4.887075307477167785e-02
9.333333333333332371e-01,4.412710521135393416e-02
9.499999999999999556e-01,3.952814983861707709e-02
9.666666666666667851e-01,3.507470899280784593e-02
9.833333333333331705e-01,2.609155333190082970e-02
1.000000000000000000e+00,2.195096723513367820e-02
1.016666666666666607e+00,1.798703406599871935e-02
1.033333333333333437e+00,1.421882780215061315e-02
1.050000000000000044e+00,1.066921785090130248e-02
1.066666666666666874e+00,1.204509388609575904e-02
1.083333333333333259e+00,9.013337113655595090e-03
1.100000000000000089e+00,1.096605628824459666e-02
1.116666666666666696e+00,1.325398787032644465e-02
1.133333333333333304e+00,1.590877486437175525e-02
1.149999999999999911e+00,1.896132836382652398e-02
1.166666666666666741e+00,2.244079485420485964e-02
1.183333333333333126e+00,3.105438092250062398e-02
1.199999999999999956e+00,4.014589114444616635e-02
1.216666666666666563e+00,5.441134829954924479e-02
1.233333333333333393e+00,6.450173070670456310e-02
1.250000000000000000e+00,7.978514341529047149e-02
1.266666666666666607e+00,9.558028762489739760e-02
1.283333333333333437e+00,1.165603683015272174e-01
1.300000000000000044e+00,1.333488927609174368e-01
1.316666666666666874e+00,1.552855995987121318e-01
1.333333333333333259e+00,1.729800424796248959e-01
1.350000000000000089e+00,1.957588869510558660e-01
1.366666666666666696e+00,2.189008210273460930e-01
1.383333333333333304e+00,2.376798760055945370e-01
1.399999999999999911e+00,2.567281614508505339e-01
1.416666666666666741e+00,2.759944488368679671e-01
1.433333333333333126e+00,2.954262814222021749e-01
1.449999999999999956e+00,3.102900869143556672e-01
1.466666666666666563e+00,3.252148598811730462e-01
1.483333333333333393e+00,3.401505408817659393e-01
1.500000000000000000e+00,3.503691064956225287e-01
1.516666666666666607e+00,3.605076192796557444e-01
1.533333333333333437e+00,3.705262801518641180e-01
1.550000000000000044e+00,3.757089973673102268e-01
1.566666666666666874e+00,3.807059977412000640e-01
1.583333333333333259e+00,3.808106058532814142e-01
1.600000000000000089e+00,3.806826657274153813e-01
1.616666666666666696e+00,3.803057471305560377e-01
1.633333333333333304e+00,3.796677143415367883e-01
1.649999999999999911e+00,3.740797094300896686e-01
1.666666666666666741e+00,3.682181227549956026e-01
1.683333333333333126e+00,3.620818233711879941e-01
1.699999999999999956e+00,3.556724135278667154e-01
1.716666666666666563e+00,3.443131367701365853e-01
1.733333333333333393e+00,3.373716380661478942e-01
1.750000000000000000e+00,3.301747494184099629e-01
1.766666666666666607e+00,3.180504134820827944e-01
1.783333333333333437e+00,3.056893032281654543e-01
1.800000000000000044e+00,2.977826154478265264e-01
1.816666666666666874e+00,2.849795222502571890e-01
1.833333333333333259e+00,2.719717979963177656e-01
1.850000000000000089e+00,2.634512581150070254e-01
1.866666666666666696e+00,2.547478471545435164e-01
1.883333333333333304e+00,2.458720541530864945e-01
1.899999999999999911e+00,2.321531447991248553e-01
1.916666666666666741e+00,2.229626063500727007e-01
1.933333333333333126e+00,2.136286113834405809e-01
1.949999999999999956e+00,2.041598381579804444e-01
1.966666666666666341e+00,1.992451165838413640e-01
1.983333333333333171e+00,1.895300033051080524e-01
2.000000000000000000e+00,1.797023175267173922e-01
2.016666666666666607e+00,1.744491628695812313e-01
2.033333333333333215e+00,1.690954365289690786e-01
2.049999999999999822e+00,1.636463580313249899e-01
2.066666666666666874e+00,1.581068774803148225e-01
2.083333333333333037e+00,1.524812252973964943e-01
2.100000000000000089e+00,1.467733240262413252e-01
2.116666666666666696e+00,1.409868323363145937e-01
2.133333333333333304e+00,1.398061842707770674e-01
2.149999999999999911e+00,1.338727588813896086e-01
2.166666666666666519e+00,1.278705557046186936e-01
2.183333333333333126e+00,1.264833436059658034e-01
2.200000000000000178e+00,1.203523613196927355e-01
2.216666666666666785e+00,1.188422537564011172e-01
2.233333333333333393e+00,1.172750603290266813e-01
2.250000000000000000e+00,1.156536810626114242e-01
2.266666666666666607e+00,1.093003210963838789e-01
2.283333333333333215e+00,1.075796162231354991e-01
2.299999999999999822e+00,1.058137790932025535e-01
2.316666666666666874e+00,1.040058649064035112e-01
2.333333333333333037e+00,1.021588340416854646e-01
2.350000000000000089e+00,1.002755465706474114e-01
2.366666666666666696e+00,9.835873175156772952e-02
2.383333333333333304e+00,9.641114005208628601e-02
2.399999999999999911e+00,9.443526025319748385e-02
2.416666666666666519e+00,9.243321895902034679e-02
2.433333333333333126e+00,9.040711817319213583e-02
2.450000000000000178e+00,8.835873337943833672e-02
2.466666666666666785e+00,9.097026458015089467e-02
2.483333333333333393e+00,8.888139925408633513e-02
2.500000000000000000e+00,8.677391726684646756e-02
2.516666666666666607e+00,8.464880375474803653e-02
2.533333333333333215e+00,8.250641277610348823e-02
2.549999999999999822e+00,8.034738602666025020e-02
2.566666666666666874e+00,8.285278008123708737e-02
2.583333333333333037e+00,8.066112118888857374e-02
2.600000000000000089e+00,7.845334711874218936e-02
2.616666666666666696e+00,7.622941469559330052e-02
2.633333333333333304e+00,7.867024876199957273e-02
2.649999999999999911e+00,7.641411584858759376e-02
2.666666666666666519e+00,7.414156519742864937e-02
2.683333333333333126e+00,7.653338458810254874e-02
2.700000000000000178e+00,7.422754990720570323e-02
2.716666666666666785e+00,7.190442374887451304e-02
2.733333333333333393e+00,7.424454980818651073e-02
2.750000000000000000e+00,7.188560271135413515e-02
2.766666666666666607e+00,6.950792331295019277e-02
2.783333333333333215e+00,7.179149816284535746e-02
2.799999999999999822e+00,6.937396847412280465e-02
2.816666666666666874e+00,7.161620509461230633e-02
2.833333333333333037e+00,6.915571137572196214e-02
2.850000000000000089e+00,7.135353976705371970e-02
2.866666666666666696e+00,6.884727927931788560e-02
2.883333333333333304e+00,7.099801122969617850e-02
2.899999999999999911e+00,6.844362378555679527e-02
2.916666666666666519e+00,7.054563962759963225e-02
2.933333333333333126e+00,6.794230459660832722e-02
2.950000000000000178e+00,6.999547891979740477e-02
2.966666666666666785e+00,6.734387954623222150e-02
2.983333333333333393e+00,6.466884049898513620e-02
3.000000000000000000e+00,6.665196075066492920e-02
3.016666666666666607e+00,6.393249579625348566e-02
3.033333333333333215e+00,6.587306173345308657e-02
3.049999999999999822e+00,6.311310473654674347e-02
3.066666666666666874e+00,6.033441782090620542e-02
3.083333333333333037e+00,6.221908180691826384e-02
3.100000000000000089e+00,5.940629561541033166e-02
3.116666666666666696e+00,6.125878300167719726e-02
3.133333333333333304e+00,5.841567932956825970e-02
3.149999999999999911e+00,6.023935906131616669e-02
3.166666666666666519e+00,6.204951899330002352e-02
3.183333333333333126e+00,5.916577022809332842e-02
3.200000000000000178e+00,6.095026479527643204e-02
3.216666666666666785e+00,5.804147073867571560e-02
3.233333333333333393e+00,5.980134059425923354e-02
3.250000000000000000e+00,5.686837285393453456e-02
3.266666666666666607e+00,5.860440618370921229e-02
3.283333333333333215e+00,5.564802104418975492e-02
3.299999999999999822e+00,5.268044925533810208e-02
3.316666666666666874e+00,5.438283771600826988e-02
3.333333333333333037e+00,5.139393940297320995e-02
3.350000000000000089e+00,5.307621495887759888e-02
3.366666666666666696e+00,5.006866757671202262e-02
3.383333333333333304e+00,5.173372560335509629e-02
3.399999999999999911e+00,5.339143211620023255e-02
3.416666666666666519e+00,5.036182793122145895e-02
3.433333333333333126e+00,5.200745185653388170e-02
3.450000000000000178e+00,4.896734350865517005e-02
3.466666666666666785e+00,5.060391656893303836e-02
3.483333333333333393e+00,4.755598741308630917e-02
3.500000000000000000e+00,4.918553976082484791e-02
3.516666666666666607e+00,5.081186732655351701e-02
3.533333333333333215e+00,4.775394728007353873e-02
3.549999999999999822e+00,4.937317015614062221e-02
3.566666666666666874e+00,5.098801063317259796e-02
3.583333333333333037e+00,4.791684117966388268e-02
3.600000000000000089e+00,4.952041571098553252e-02
3.616666666666666252e+00,5.111677596406505319e-02
3.633333333333332860e+00,4.802386314636220010e-02
3.649999999999999911e+00,4.960224141149283117e-02
3.666666666666666519e+00,4.648917443396738403e-02
3.683333333333333126e+00,4.804511776561282144e-02
3.700000000000000178e+00,4.490754444571654069e-02
3.716666666666666785e+00,4.643741973763271247e-02
3.733333333333332948e+00,4.795334798540817900e-02
3.750000000000000000e+00,4.477413594128243357e-02
3.766666666666666607e+00,4.626139408453611157e-02
3.783333333333333215e+00,4.773428387294786912e-02
3.799999999999999822e+00,4.451229560657843365e-02
3.816666666666666874e+00,4.595753310762007438e-02
3.833333333333333481e+00,4.270877126301431126e-02
3.850000000000000089e+00,4.412837755423737462e-02
3.866666666666666252e+00,4.553611245194799650e-02
3.883333333333332860e+00,4.225179554633529122e-02
3.899999999999999911e+00,4.363788618403741104e-02
3.916666666666666519e+00,4.501410114375237193e-02
3.933333333333333126e+00,4.638097630086823742e-02
3.950000000000000178e+00,4.305813237970557150e-02
3.966666666666666785e+00,4.440767030869563481e-02
3.983333333333332948e+00,4.574905395838702038e-02
4.000000000000000000e+00,4.240157397731136868e-02
4.016666666666666607e+00,4.372731484982605998e-02
4.033333333333333215e+00,4.504540548402258260e-02
4.049999999999999822e+00,4.167516995359110688e-02
4.066666666666666430e+00,4.297823576819315150e-02
4.083333333333333037e+00,4.427376105287139652e-02
4.099999999999999645e+00,4.088098108642534978e-02
4.116666666666666252e+00,3.748069443514290278e-02
4.133333333333333748e+00,3.875366556641091087e-02
4.150000000000000355e+00,4.001894042129316986e-02
4.166666666666666963e+00,3.659558446330968273e-02
4.183333333333333570e+00,3.784534558898711154e-02
4.200000000000000178e+00,3.908711635533923534e-02
4.216666666666666785e+00,3.564001479570566566e-02
4.233333333333333393e+00,3.686548843434378497e-02
4.250000000000000000e+00,3.808254139069178201e-02
4.266666666666666607e+00,3.929108281098248057e-02
4.283333333333333215e+00,3.581007947904590871e-02
4.299999999999999822e+00,3.700118828986154185e-02
4.316666666666666430e+00,3.818352845652439598e-02
4.333333333333333037e+00,3.935711565473964946e-02
4.349999999999999645e+00,3.584111415220170294e-02
4.366666666666666252e+00,3.699741993223448766e-02
4.383333333333333748e+00,3.814539953321149923e-02
4.400000000000000355e+00,3.460452527089108443e-02
4.416666666666666963e+00,3.573668291566778343e-02
4.433333333333333570e+00,3.686149197809229783e-02
4.450000000000000178e+00,3.329858511378125385e-02
4.466666666666666785e+00,3.440988308805548179e-02
4.483333333333333393e+00,3.551486040915818876e-02
4.500000000000000000e+00,3.661380992855067795e-02
4.516666666666666607e+00,3.302605226957910922e-02
4.533333333333333215e+00,3.411316874467074101e-02
4.549999999999999822e+00,3.519419766888365331e-02
4.566666666666666430e+00,3.158789863651190188e-02
