arquivo,pico,tempo_pico,A,k,theta
E700.csv,1,1.5166666666666666,0.28680529688994716,,
E700.csv,2,8.4,0.1580311247917065,,
E700.csv,3,9.333333333333334,0.4120204414593688,,
E700.csv,4,10.116666666666667,8.62512279896553,,
E700.csv,5,11.4,3.0959964215491316,,
E700.csv,6,12.25,1.0316606966899329,,
E700.csv,7,21.9,0.2846551344024492,,
E701.csv,1,8.4,0.6572803311728136,,
E701.csv,2,9.333333333333334,1.3453504768011573,,
E701.csv,3,10.133333333333333,21.79497757241338,,
E701.csv,4,11.416666666666666,10.839571574625777,,
E701.csv,5,12.216666666666669,4.626752757480615,,
E701.csv,6,17.883333333333333,0.1588059863851885,,
E701.csv,7,21.9,0.1360293821997303,,
E702.csv,1,8.383333333333333,0.5914490142029996,,
E702.csv,2,9.316666666666666,1.2756893553973454,,
E702.csv,3,10.133333333333333,21.17267387007127,,
E702.csv,4,11.4,11.712152221145091,,
E702.csv,5,12.216666666666669,4.793262217687285,,
E702.csv,6,17.883333333333333,0.17292345164609926,,
E702.csv,7,21.883333333333333,0.10195951975741763,,
E703.csv,1,8.4,0.4368470394765337,,
E703.csv,2,9.333333333333334,1.0566188181364262,,
E703.csv,3,10.133333333333333,20.56709079873118,,
E703.csv,4,11.416666666666666,11.722466512849653,,
E703.csv,5,12.216666666666669,4.678528767854819,,
E703.csv,6,17.883333333333333,0.17547962637922782,,
E703.csv,7,21.9,0.26357464333034103,,
E704.csv,1,7.15,0.03110257385202547,,
E704.csv,2,7.95,0.9406558083652664,,
E704.csv,3,8.383333333333333,1.5119655120060869,,
E704.csv,4,9.316666666666666,3.2810391667566616,,
E704.csv,5,10.15,50.47647896141909,,
E704.csv,6,11.416666666666666,32.77829598609967,,
E704.csv,7,12.216666666666669,12.509447184480875,,
E704.csv,8,17.883333333333333,0.36511371893182143,,
E704.csv,9,21.9,0.24548543079717097,,
E705.csv,1,8.4,0.4445503234116581,,
E705.csv,2,9.316666666666666,1.1026453414863293,,
E705.csv,3,10.133333333333333,20.840965357817804,,
E705.csv,4,11.416666666666666,13.208394051926726,,
E705.csv,5,12.216666666666669,5.0220207498458045,,
E705.csv,6,17.883333333333333,0.18161092844020899,,
E705.csv,7,21.9,0.2747852017386242,,
E706.csv,1,8.4,0.679547605408282,,
E706.csv,2,9.316666666666666,1.615795078445873,,
E706.csv,3,10.133333333333333,27.521622890426357,,
E706.csv,4,11.416666666666666,18.624205092418656,,
E706.csv,5,12.216666666666669,6.911960210989431,,
E706.csv,6,17.883333333333333,0.22075281687086887,,
E706.csv,7,21.9,0.13667924628689496,,
E707.csv,1,8.4,0.5435473938275738,,
E707.csv,2,9.316666666666666,1.3020602339948337,,
E707.csv,3,10.133333333333333,21.793925509662365,,
E707.csv,4,11.4,15.129369789713595,,
E707.csv,5,12.216666666666669,5.528692793313748,,
E707.csv,6,17.883333333333333,0.17983141007301243,,
E707.csv,7,21.9,0.32236948946696914,,
E708.csv,1,8.383333333333333,0.4461453147804728,,
E708.csv,2,9.316666666666666,1.1222624868561923,,
E708.csv,3,10.133333333333333,19.151855902711347,,
E708.csv,4,11.4,13.490621023723845,,
E708.csv,5,12.216666666666669,4.904594303237361,,
E708.csv,6,17.866666666666667,0.17522121534088134,,
E708.csv,7,21.883333333333333,0.3219799373242528,,
E709.csv,1,8.383333333333333,0.589755598915009,,
E709.csv,2,9.316666666666666,1.5166576033685584,,
E709.csv,3,10.133333333333333,27.690868956386694,,
E709.csv,4,11.4,19.462115896608825,,
E709.csv,5,12.2,7.043929560522304,,
E709.csv,6,17.883333333333333,0.24756826105208457,,
E709.csv,7,21.9,0.18768787652363408,,
E710.csv,1,8.4,0.8147474174617355,,
E710.csv,2,9.316666666666666,2.0017216978808565,,
E710.csv,3,10.133333333333333,32.221675440879004,,
E710.csv,4,11.4,24.086893431920615,,
E710.csv,5,12.216666666666669,8.560204617313035,,
E710.csv,6,17.883333333333333,0.25801396286434186,,
E710.csv,7,21.9,0.2825985389009236,,
E711.csv,1,8.4,0.40568276493856065,,
E711.csv,2,9.316666666666666,1.0677534217432763,,
E711.csv,3,10.133333333333333,19.940755437964505,,
E711.csv,4,11.4,13.795507008825766,,
E711.csv,5,12.216666666666669,4.839760548998034,,
E711.csv,6,17.883333333333333,0.1584559983587575,,
E711.csv,7,21.9,0.2662701256263318,,
E712.csv,1,8.4,0.3815315185816354,,
E712.csv,2,9.316666666666666,1.0030615304902666,,
E712.csv,3,10.133333333333333,18.985751726590404,,
