arquivo,pico,tempo_pico,A,k,theta
ESTR-1-1.csv,1,7.516666666666667,0.5224060531876307,,
ESTR-1-1.csv,2,10.033333333333331,29.143021815889004,,
ESTR-1-1.csv,3,12.1,0.4061465254228623,,
ESTR-1-1.csv,4,21.866666666666667,0.3653906854246005,,
ESTR-1-2.csv,1,7.5,0.5103774229185353,,
ESTR-1-2.csv,2,10.033333333333331,29.284675564147456,,
ESTR-1-2.csv,3,12.1,0.3952463554569672,,
ESTR-1-2.csv,4,21.866666666666667,0.3478145004154013,,
ESTR-1-3.csv,1,7.516666666666667,0.5531577846773776,,
ESTR-1-3.csv,2,10.033333333333331,29.946040746523916,,
ESTR-1-3.csv,3,12.116666666666667,0.41954299122971095,,
ESTR-1-3.csv,4,21.866666666666667,0.38472963169367613,,
ESTR0-1.csv,1,7.816666666666666,0.4983149028706053,,
ESTR0-1.csv,2,8.266666666666667,1.044296763023522,,
ESTR0-1.csv,3,9.216666666666669,2.0453495047590415,,
ESTR0-1.csv,4,10.033333333333331,28.759913293078803,,
ESTR0-1.csv,5,11.333333333333334,14.704476188339788,,
ESTR0-1.csv,6,12.15,6.069316908679289,,
ESTR0-1.csv,7,17.833333333333332,0.17608026276866384,,
ESTR0-1.csv,8,21.866666666666667,0.3706011870051282,,
ESTR0-2.csv,1,7.816666666666666,0.5064183155430231,,
ESTR0-2.csv,2,8.266666666666667,1.0727995017306629,,
ESTR0-2.csv,3,9.216666666666669,2.0858046001770054,,
ESTR0-2.csv,4,10.033333333333331,29.163664394863407,,
ESTR0-2.csv,5,11.333333333333334,14.87527466495272,,
ESTR0-2.csv,6,12.15,6.146356071163582,,
ESTR0-2.csv,7,17.833333333333332,0.18199405932881949,,
ESTR0-2.csv,8,21.85,0.36182920319298256,,
ESTR0-3.csv,1,7.816666666666666,0.489847775367227,,
ESTR0-3.csv,2,8.266666666666667,1.0507803275476852,,
ESTR0-3.csv,3,9.216666666666669,2.0597413477783153,,
ESTR0-3.csv,4,10.033333333333331,29.266108034496842,,
ESTR0-3.csv,5,11.333333333333334,14.92470281667144,,
ESTR0-3.csv,6,12.166666666666666,6.152347656655047,,
ESTR0-3.csv,7,17.85,1.4338033136975783,,
ESTR0-3.csv,8,21.866666666666667,1.8695129327262952,,
ESTR1-1.csv,1,7.816666666666666,0.5913149685763829,,
ESTR1-1.csv,2,8.283333333333333,1.0521062553821485,,
ESTR1-1.csv,3,9.216666666666669,2.0683853207065517,,
ESTR1-1.csv,4,10.05,28.752860000809743,,
ESTR1-1.csv,5,11.333333333333334,21.106643667092758,,
ESTR1-1.csv,6,12.15,8.229056218561656,,
ESTR1-1.csv,7,17.833333333333332,0.27795151460426537,,
