arquivo,pico,tempo_pico,A,k,theta
E705.csv,1,4.283333333333333,0.004701555679602925,,
E705.csv,2,4.683333333333334,0.00535917610427008,,
E705.csv,3,7.1,0.02871188204769193,,
E705.csv,4,8.0,0.21470902847337792,,
E705.csv,5,8.4,0.44455032367843106,,
E705.csv,6,9.316666666666666,1.1026453404614238,,
E705.csv,7,10.133333333333333,20.840965357426846,,
E705.csv,8,11.416666666666666,13.208394056953168,,
E705.csv,9,12.216666666666669,5.022020749957061,,
E705.csv,10,16.216666666666665,0.07531860787559214,,
E705.csv,11,17.883333333333333,0.18161092849141058,,
E705.csv,12,19.866666666666667,0.023502788837992485,,
E705.csv,13,20.216666666666665,0.023084945573136808,,
E705.csv,14,21.9,0.2747852017961452,,
E705.csv,15,27.35,0.020234979034667235,,
E705.csv,16,27.4,0.020324196855757183,,
E716.csv,1,7.133333333333334,0.05588410099336279,,
E716.csv,2,7.966666666666667,0.5742008966958957,,
E716.csv,3,8.4,0.8200796576580228,,
E716.csv,4,9.316666666666666,2.27910861308037,,
E716.csv,5,10.15,43.11107383861408,,
E716.csv,6,11.416666666666666,33.77743572717924,,
E716.csv,7,12.216666666666669,10.809979072207975,,
E716.csv,8,16.216666666666665,0.21612161009072964,,
E716.csv,9,17.883333333333333,0.33981252157059194,,
E716.csv,10,21.9,0.24791078826143892,,
E716.csv,11,24.683333333333334,0.04279993937254641,,
E716.csv,12,27.65,0.027988219933489843,,
E716.csv,13,27.78333333333333,0.02815701466672768,,
E716.csv,14,28.0,0.024453462642185,,
E716.csv,15,28.03333333333333,0.024455182045734585,,
E701.csv,1,7.133333333333334,0.039983695712721326,,
E701.csv,2,7.983333333333333,0.3115508712322949,,
E701.csv,3,8.4,0.6572803313503388,,
E701.csv,4,9.333333333333334,1.3453504779988459,,
E701.csv,5,10.133333333333333,21.794977572501463,,
E701.csv,6,11.416666666666666,10.839571574626673,,
E701.csv,7,12.216666666666669,4.626752758145051,,
E701.csv,8,16.216666666666665,0.0706948764188041,,
E701.csv,9,17.883333333333333,0.158805986406592,,
E701.csv,10,21.9,0.13602938221516317,,
E703.csv,1,7.116666666666666,0.0,,
E703.csv,2,8.0,0.1930053667433929,,
E703.csv,3,8.4,0.43684703938944386,,
E703.csv,4,9.333333333333334,1.0566188182259995,,
E703.csv,5,10.133333333333333,20.567090798859468,,
E703.csv,6,11.416666666666666,11.722466513138082,,
E703.csv,7,12.216666666666669,4.678528767825174,,
E703.csv,8,16.233333333333334,0.06938929475933173,,
E703.csv,9,17.883333333333333,0.1754796260048045,,
E703.csv,10,20.216666666666665,0.01880482692675405,,
E703.csv,11,21.9,0.2635746433719683,,
E703.csv,12,24.45,0.0,,
E703.csv,13,27.2,0.0,,
E703.csv,14,27.433333333333334,0.0,,
E703.csv,15,27.716666666666665,0.0,,
E703.csv,16,28.133333333333333,0.0,,
E703.csv,17,28.5,0.0,,
E703.csv,18,28.616666666666667,0.0,,
E703.csv,19,28.666666666666668,0.0,,
E703.csv,20,28.85,0.0,,
E706.csv,1,7.133333333333334,0.01979712380484472,,
E706.csv,2,7.983333333333333,0.3763720812842698,,
E706.csv,3,8.4,0.679547605388287,,
E706.csv,4,9.316666666666666,1.6157950776032792,,
E706.csv,5,10.133333333333333,27.521622890677445,,
E706.csv,6,11.416666666666666,18.624205093294353,,
E706.csv,7,12.216666666666669,6.9119602110889655,,
E706.csv,8,16.216666666666665,0.09895136875722181,,
E706.csv,9,17.883333333333333,0.22075281687328566,,
E706.csv,10,20.016666666666666,0.05882997430260613,,
E706.csv,11,20.316666666666663,0.06111512690381716,,
E706.csv,12,21.9,0.13667924635277226,,
E706.csv,13,27.05,0.013934204454196093,,
E706.csv,14,27.383333333333333,0.014096676755820738,,
E715.csv,1,7.116666666666666,6.761422143318038e-14,,
E715.csv,2,8.416666666666666,0.368003818620517,,
E715.csv,3,9.316666666666666,1.0588536784655804,,
E715.csv,4,10.133333333333333,21.546743277751254,,
E715.csv,5,11.416666666666666,16.07038751857244,,
E715.csv,6,12.216666666666669,5.248685534039547,,
E715.csv,7,16.216666666666665,0.08894307443347889,,
E715.csv,8,17.883333333333333,0.19006390101594223,,
E715.csv,9,21.883333333333333,0.25272558303057485,,
E715.csv,10,24.53333333333333,0.004002406521785636,,
E715.csv,11,24.616666666666667,0.004916309900738434,,
E715.csv,12,27.316666666666663,0.014347486760150775,,
E714.csv,1,7.1,5.75619160036994e-10,,
E714.csv,2,8.4,0.36409625796326583,,
E714.csv,3,9.3,1.019519409684232,,
E714.csv,4,10.133333333333333,19.249241012849662,,
E714.csv,5,11.4,14.335805710389035,,
E714.csv,6,12.216666666666669,4.855497290569495,,
E714.csv,7,16.233333333333334,0.07901402430223538,,
E714.csv,8,17.883333333333333,0.15907356796167035,,
E714.csv,9,20.383333333333333,0.02917313240522152,,
E714.csv,10,21.883333333333333,0.27805023476376933,,
E708.csv,1,7.1,0.02040941515180334,,
E708.csv,2,7.983333333333333,0.24180217353496722,,
E708.csv,3,8.383333333333333,0.44614531469959684,,
E708.csv,4,9.316666666666666,1.1222624869786677,,
E708.csv,5,10.133333333333333,19.15185590255751,,
E708.csv,6,11.4,13.490621028087837,,
E708.csv,7,12.216666666666669,4.904594302943113,,
E708.csv,8,16.233333333333334,0.08477897683563697,,
E708.csv,9,17.866666666666667,0.1752212157213241,,
E708.csv,10,20.03333333333333,0.06524656199853314,,
E708.csv,11,20.28333333333333,0.0660565455243319,,
E708.csv,12,21.883333333333333,0.321979937438213,,
E707.csv,1,3.8333333333333335,5.75619160036994e-10,,
E707.csv,2,4.166666666666667,5.75619160036994e-10,,
E707.csv,3,7.133333333333334,0.24647929313924996,,
E707.csv,4,7.983333333333333,0.3015282066412576,,
E707.csv,5,8.4,0.5435473938689548,,
E707.csv,6,9.316666666666666,1.3020602339270366,,
E707.csv,7,10.133333333333333,21.79392550935978,,
E707.csv,8,11.4,15.129369794650506,,
E707.csv,9,12.216666666666669,5.528692793398098,,
E707.csv,10,16.2,0.08591585040142996,,
E707.csv,11,17.883333333333333,0.17983141003057052,,
E707.csv,12,20.35,0.04700535121603776,,
E707.csv,13,21.9,0.32236948943963156,,
E700.csv,1,1.5166666666666666,0.28680529691083084,,
E700.csv,2,4.216666666666667,0.0,,
E700.csv,3,4.25,0.0,,
E700.csv,4,7.0,0.0,,
E700.csv,5,8.4,0.1580311249452775,,
E700.csv,6,9.333333333333334,0.4120204414955565,,
E700.csv,7,10.116666666666667,8.625122798460122,,
E700.csv,8,11.4,3.095996421658749,,
E700.csv,9,12.25,1.0316606965459236,,
E700.csv,10,17.866666666666667,0.008942829255899074,,
E700.csv,11,21.9,0.284655134352334,,
E700.csv,12,24.466666666666665,0.004701224292172813,,
E700.csv,13,24.883333333333333,0.005250531196628939,,
E712.csv,1,1.3833333333333333,0.004701555258025547,,
E712.csv,2,1.6333333333333333,0.00417829676462049,,
E712.csv,3,1.7666666666666666,0.004747896443972588,,
E712.csv,4,3.9,0.005058818042881403,,
E712.csv,5,4.216666666666667,0.004701555663974228,,
E712.csv,6,7.116666666666666,0.01439614805094877,,
E712.csv,7,8.0,0.2103944745695533,,
E712.csv,8,8.4,0.3815315186576603,,
E712.csv,9,9.316666666666666,1.0030615298021583,,
E712.csv,10,10.133333333333333,18.985751726524708,,
E712.csv,11,11.416666666666666,13.30379632546756,,
E712.csv,12,12.216666666666669,4.636372527010868,,
E712.csv,13,16.216666666666665,0.07449246149959106,,
E712.csv,14,17.883333333333333,0.16306295436848708,,
E712.csv,15,20.33333333333333,0.05641390046942634,,
E712.csv,16,21.9,0.2870926593267066,,
