time,signal,baseline,corrected
0.0,4.0582976,-0.8028740276077144,4.861171627607715
0.0166666666666666,1.5634042,-0.7994514425391357,2.3628556425391354
0.0333333333333333,0.5991489,-0.7960290597972348,1.395177959797235
0.05,0.2293617,-0.7926068415810921,1.0219685415810922
0.0666666666666666,0.08893617,-0.7891847500897874,0.8781209200897874
0.0833333333333333,0.03276596,-0.7857627475224009,0.8185287075224009
0.1,0.009361702,-0.7823407960780128,0.7917024980780127
0.1166666666666666,0.004680851,-0.778918857955703,0.7835997089557031
0.1333333333333333,0.0,-0.7754968953545518,0.7754968953545518
0.15,0.0,-0.7720748704736391,0.7720748704736391
0.1666666666666666,-0.009361702,-0.768652745512045,0.759291043512045
0.1833333333333333,-0.023404256,-0.7652304826688496,0.7418262266688497
0.2,-0.04680851,-0.7618080441431332,0.7149995341431332
0.2166666666666666,-0.07021277,-0.75838539213399,0.68817262213399
0.2333333333333333,-0.09361702,-0.754962522309273,0.6613455023092729
0.25,-0.12638298,-0.7515394133881981,0.625156433388198
0.2666666666666666,-0.14978723,-0.7481160236362705,0.5983287936362705
0.2833333333333333,-0.17787234,-0.7446923072678466,0.5668199672678467
0.3,-0.20595744,-0.7412682142956931,0.5353107742956931
0.3166666666666666,-0.23404256,-0.7378436903544958,0.5038011303544958
0.3333333333333333,-0.2574468,-0.734418676493204,0.47697187649320405
0.35,-0.2855319,-0.7309931089304579,0.4454612089304579
0.3666666666666666,-0.30893618,-0.7275669187910754,0.4186307387910754
0.3833333333333333,-0.33234042,-0.7241400317952084,0.39179961179520834
0.4,-0.35106382,-0.7207123679207137,0.36964854792071367
0.4166666666666667,-0.3744681,-0.7172838410198665,0.3428157410198665
0.4333333333333333,-0.38851064,-0.7138543583684448,0.3253437183684448
0.45,-0.40723404,-0.7104238201760098,0.3031897801760098
0.4666666666666667,-0.4212766,-0.7069921190540299,0.2857155190540299
0.4833333333333333,-0.44,-0.7035591394106082,0.2635591394106082
0.5,-0.46340424,-0.7001247567752215,0.23672051677522143
0.5166666666666667,-0.48212767,-0.696688837075857,0.21456116707585704
0.5333333333333333,-0.4961702,-0.6932512358456563,0.19708103584565628
0.55,-0.5148936,-0.6898117973188613,0.17491819731886138
0.5666666666666667,-0.52425534,-0.6863703534033407,0.16211501340334078
0.5833333333333334,-0.5382979,-0.6829267225665352,0.1446288225665352
0.6,-0.5476596,-0.6794807085876454,0.1318211085876454
0.6166666666666667,-0.55234045,-0.6760320992785331,0.12369164927853316
0.6333333333333333,-0.56170213,-0.6725806652045331,0.11087853520453306
0.65,-0.5710638,-0.6691261585704789,0.09806235857047885
0.6666666666666666,-0.5757447,-0.6656683121415011,0.08992361214150113
0.6833333333333333,-0.5804255,-0.6622068382246781,0.08178133822467804
0.7,-0.58978724,-0.6587414279263939,0.06895418792639385
0.7166666666666667,-0.5991489,-0.655271750495748,0.056122850495748056
0.7333333333333333,-0.6038298,-0.6517974525927798,0.0479676525927798
0.75,-0.6085106,-0.6483181577885836,0.03980755778858358
0.7666666666666667,-0.6085106,-0.6448334663229042,0.03632286632290416
0.7833333333333333,-0.6131915,-0.6413429551577877,0.02815145515778772
0.8,-0.6131915,-0.6378461785682379,0.024654678568237887
0.8166666666666667,-0.6131915,-0.6343426689711459,0.021151168971145884
0.8333333333333334,-0.6085106,-0.6308319380423033,0.022321338042303296
0.85,-0.6085106,-0.6273134782843364,0.018802878284336355
0.8666666666666667,-0.6085106,-0.6237867647959225,0.015276164795922531
0.8833333333333333,-0.6038298,-0.620251257430846,0.016421457430845998
0.9,-0.6038298,-0.6167064032303164,0.012876603230316475
0.9166666666666666,-0.6085106,-0.6131516390281491,0.004641039028149052
0.9333333333333332,-0.6085106,-0.6095863939915758,0.0010757939915757575
0.95,-0.6085106,-0.6060100920999805,-0.002500507900019544
0.9666666666666668,-0.6085106,-0.6024221546494016,-0.0060884453505983815
0.9833333333333332,-0.6038298,-0.5988220027074576,-0.005007797292542415
1.0,-0.6038298,-0.5952090593430853,-0.00862074065691465
1.0166666666666666,-0.6038298,-0.5915827517990603,-0.012247048200939692
1.0333333333333334,-0.5991489,-0.5879425135437705,-0.011206386456229511
1.05,-0.5991489,-0.5842877862621112,-0.014861113737888787
1.0666666666666669,-0.59446806,-0.5806180215763795,-0.013850038423620425
1.0833333333333333,-0.58978724,-0.576932682669698,-0.012854557330302052
1.1,-0.5851064,-0.5732312456157318,-0.011875154384268227
1.1166666666666667,-0.5851064,-0.5695132005231406,-0.015593199476859443
1.1333333333333333,-0.5851064,-0.5657780525019692,-0.019328347498030807
1.15,-0.5804255,-0.5620253222234565,-0.01840017777654357
1.1666666666666667,-0.5757447,-0.5582545462379971,-0.017490153762002913
1.1833333333333331,-0.5757447,-0.5544652772351679,-0.02127942276483208
1.2,-0.5710638,-0.5506570842845729,-0.02040671571542707
1.2166666666666666,-0.56638294,-0.5468295530962348,-0.01955338690376518
1.2333333333333334,-0.56170213,-0.5429822863389784,-0.01871984366102164
1.25,-0.56170213,-0.5391149037610222,-0.022587226238977798
1.2666666666666666,-0.55702126,-0.5352270423620322,-0.02179421763796774
1.2833333333333334,-0.55234045,-0.5313183566514368,-0.021022093348563198
1.3,-0.5476596,-0.5273885187729075,-0.020271081227092536
1.3166666666666669,-0.5429787,-0.5234372187189763,-0.01954148128102373
1.3333333333333333,-0.5382979,-0.5194641644353809,-0.018833735564619092
1.35,-0.533617,-0.5154690819546588,-0.018147918045341216
1.3666666666666667,-0.533617,-0.5114517152946481,-0.02216528470535195
1.3833333333333333,-0.52893615,-0.5074118265448633,-0.021524323455136773
1.4,-0.52425534,-0.5033491959006284,-0.020906144099371526
1.4166666666666667,-0.51957446,-0.4992636212949309,-0.020310838705069056
1.4333333333333331,-0.5148936,-0.4951549179019142,-0.01973868209808577
1.45,-0.5102128,-0.4910229177049997,-0.01918988229500035
1.4666666666666666,-0.5055319,-0.48686746898956257,-0.018664431010437466
1.4833333333333334,-0.50085104,-0.4826884357553042,-0.018162604244695846
1.5,-0.4961702,-0.47848569724589746,-0.01768450275410255
1.5166666666666666,-0.49148935,-0.4742591474968478,-0.017230202503152214
1.5333333333333334,-0.48212767,-0.4700086947814013,-0.012118975218598727
1.55,-0.4774468,-0.4657342609620419,-0.011712539037958103
1.5666666666666669,-0.4680851,-0.46143578075509617,-0.006649319244903806
1.5833333333333333,-0.46340424,-0.45711320091594226,-0.006291039084057759
1.6,-0.46340424,-0.4527664793522991,-0.010637760647700945
1.6166666666666667,-0.4587234,-0.44839558417303177,-0.010327815826968234
1.6333333333333333,-0.45404255,-0.44400049287625654,-0.010042057123743453
1.65,-0.4493617,-0.43958119155898895,-0.009780508441011027
1.6666666666666667,-0.44468084,-0.4351376743760566,-0.009543165623943417
1.6833333333333331,-0.43531916,-0.43066994295840055,-0.004649217041599429
1.7,-0.43063828,-0.426178005811476,-0.0044602741885239605
1.7166666666666666,-0.42595744,-0.4216618777144705,-0.0042955622855295195
1.7333333333333334,-0.4212766,-0.41712157914105064,-0.004155020858949365
1.75,-0.41659573,-0.4125571357223532,-0.004038594277646801
1.7666666666666666,-0.41191489,-0.4079685777729285,-0.00394631222707148
1.7833333333333334,-0.40723404,-0.4033559399003376,-0.0038781000996624404
1.8,-0.4025532,-0.3987192604758123,-0.0038339395241877017
1.8166666666666669,-0.39787233,-0.39405858114551623,-0.003813748854483767
1.8333333333333333,-0.3931915,-0.38937394632782546,-0.0038175536721745673
1.85,-0.38382977,-0.3846654025941901,0.0008356325941900611
1.8666666666666667,-0.37914893,-0.37993299823465776,0.0007840682346577643
1.8833333333333333,-0.3744681,-0.37517678283268546,0.0007086828326854366
1.9,-0.36978722,-0.37039680687040283,0.0006095868704028007
1.9166666666666667,-0.36510637,-0.3655931215948686,0.0004867515948686063
1.9333333333333331,-0.36042553,-0.36076577887074934,0.00034024887074934895
1.95,-0.3557447,-0.35591483075337293,0.00017013075337291017
1.9666666666666663,-0.35106382,-0.3510403290048687,-2.3490995131325576e-05
1.9833333333333332,-0.34638298,-0.34614232436160275,-0.000240655638397258
2.0,-0.34170213,-0.3412208660877772,-0.00048126391222280684
2.0166666666666666,-0.33234042,-0.3362760015278114,0.0039355815278113715
2.033333333333333,-0.32765958,-0.33130777567854885,0.003648195678548849
2.05,-0.3229787,-0.32631623100976703,0.003337531009767025
2.066666666666667,-0.31829786,-0.32130140726186146,0.0030035472618614723
2.083333333333333,-0.31361702,-0.3162633412480991,0.0026463212480990483
2.1,-0.3042553,-0.3112020666889707,0.006946766688970707
2.1166666666666667,-0.29957446,-0.30611761379576274,0.006543153795762757
2.1333333333333333,-0.29489362,-0.3010100090410634,0.006116389041063375
2.15,-0.29021275,-0.2958792748518955,0.005666524851895505
2.1666666666666665,-0.29021275,-0.2907254292521006,0.0005126792521005785
2.183333333333333,-0.28085107,-0.2855484854808414,0.004697415480841405
2.2,-0.27617022,-0.2803484516143287,0.004178231614328676
2.216666666666667,-0.27148935,-0.27512533021810925,0.003635980218109236
2.2333333333333334,-0.26212767,-0.2698791182599807,0.007751448259980698
2.25,-0.2574468,-0.26460980702715114,0.007163007027151169
2.2666666666666666,-0.25276595,-0.25931738208101723,0.006551432081017217
2.283333333333333,-0.2480851,-0.25400182297284857,0.005916722972848565
2.3,-0.24340425,-0.24866310315939694,0.005258853159396948
2.316666666666667,-0.23404256,-0.24330118986810426,0.009258629868104246
2.333333333333333,-0.2293617,-0.2379160437394074,0.008554343739407388
2.35,-0.22468086,-0.23250761856649793,0.007826758566497921
2.3666666666666667,-0.22,-0.22707586106715544,0.007075861067155437
2.3833333333333333,-0.21531914,-0.22162071062142946,0.00630157062142947
2.4,-0.2106383,-0.21614209900209078,0.005503799002090776
2.4166666666666665,-0.2012766,-0.21063995033158706,0.009363350331587056
2.433333333333333,-0.19659574,-0.20511418131208206,0.00851844131208207
2.45,-0.19191489,-0.19956470124789305,0.007649811247893046
2.466666666666667,-0.18723404,-0.19399141210682957,0.0067573721068295844
2.4833333333333334,-0.17787234,-0.18839420886098868,0.010521868860988687
2.5,-0.17319149,-0.1827729795522751,0.009581489552275085
2.5166666666666666,-0.17319149,-0.17712760532120952,0.003936115321209521
2.533333333333333,-0.16851063,-0.17145796043250566,0.002947330432505668
2.55,-0.15914893,-0.16576391233157242,0.006614982331572428
2.566666666666667,-0.15446809,-0.1600453217667157,0.005577231766715707
2.583333333333333,-0.14978723,-0.1543020427182429,0.0045148127182429165
2.6,-0.14042553,-0.14853392236312005,0.008108392363120054
2.6166666666666667,-0.13574468,-0.14274080131850458,0.006996121318504578
2.6333333333333333,-0.13106383,-0.13692251388839427,0.005858683888394278
2.65,-0.12638298,-0.13107888834882508,0.004695908348825079
2.6666666666666665,-0.11702128,-0.12520974752229194,0.008188467522291937
2.683333333333333,-0.11234043,-0.11931490907972747,0.006974479079727466
2.7,-0.10765957,-0.11339418580463292,0.005734615804632928
2.716666666666667,-0.10297872,-0.10744738585503504,0.0044686658550350394
2.7333333333333334,-0.09829787,-0.1014743130594847,0.00317644305948471
2.75,-0.09361702,-0.09547476699615538,0.0018577469961553877
2.7666666666666666,-0.08893617,-0.08944854307860949,0.0005123730786094904
2.783333333333333,-0.084255315,-0.08339543317986535,-0.0008598818201346475
2.8,-0.074893616,-0.07731522633300536,0.002421610333005364
2.816666666666667,-0.07021277,-0.0712077092480605,0.000994939248060503
2.833333333333333,-0.06553192,-0.06507266688975762,-0.00045925311024237747
2.85,-0.056170214,-0.05890988335023105,0.0027396693502310457
