time,signal,fit_total,peak_1,peak_2,peak_3,peak_4,peak_5,peak_6,peak_7,peak_8,peak_9,peak_10,peak_11,peak_12,peak_13,peak_14
12.716666666666669,0.7161702,0.11108097110218164,0.0,0.0,1.2285960074041148e-187,3.831939558087834e-12,2.8301892404900584e-10,1.5175359716737526e-16,0.006611376156345809,0.10446661613714828,2.9785218365275516e-06,0.0,0.0,0.0,0.0,0.0
12.733333333333333,0.72085106,0.09364980588321581,0.0,0.0,3.073740605524401e-188,3.4574166698987627e-12,2.5047145191192496e-10,1.0990431276179058e-16,0.0061098668458976525,0.08751113190445224,2.880687893694526e-05,0.0,0.0,0.0,0.0,0.0
12.75,0.72085106,0.07892790348302314,0.0,0.0,7.689373183161622e-189,3.119455982684938e-12,2.2165254731808944e-10,7.95737385298171e-17,0.005644893090586091,0.07312471927972204,0.00015829088794293067,0.0,0.0,0.0,0.0,0.0
12.766666666666667,0.7161702,0.06677686753680917,0.0,0.0,1.9234481154734847e-189,2.8144925787914433e-12,1.961368366358161e-10,5.759773532342426e-17,0.0052139370515701606,0.0609558687898864,0.0006070614964012137,0.0,0.0,0.0,0.0,0.0
12.783333333333331,0.7114894,0.05732279154348027,0.0,0.0,4.811007422608809e-190,2.5393086735151963e-12,1.735472598322012e-10,4.167954597113829e-17,0.004814640578729672,0.05069332950422993,0.0018148212844340617,0.0,0.0,0.0,0.0,0.0
12.8,0.70212764,0.05102708349595596,0.0,0.0,1.203255323228735e-190,2.2909998604301733e-12,1.5354960927377065e-10,3.015253044647803e-17,0.004444796436086879,0.042063177114722856,0.0045191097893055865,0.0,0.0,0.0,0.0,0.0
12.816666666666666,0.69276595,0.048712248255729326,0.0,0.0,3.009164764229911e-191,2.0669446340604452e-12,1.3584768265094905e-10,2.180765811253995e-17,0.004102339871317824,0.034825695292718624,0.00978421295377823,0.0,0.0,0.0,0.0,0.0
12.833333333333334,0.6787234,0.051525055653387546,0.0,0.0,7.524900321084023e-192,1.8647768722009463e-12,1.2017898135443797e-10,1.5768123801558128e-17,0.003785340531441208,0.028772201319550134,0.018967513680352432,0.0,0.0,0.0,0.0,0.0
12.85,0.66468084,0.06083596444608527,0.0,0.0,1.8815784778334553e-192,1.682360990932652e-12,1.0631089326375896e-10,1.1398244377537594e-17,0.0034919947244040853,0.023721915169680394,0.033622054444007524,0.0,0.0,0.0,0.0,0.0
12.866666666666667,0.6506383,0.07808867103514612,0.0,0.0,4.704472310247034e-193,1.5177695131506172e-12,9.403730569732752e-11,8.23728447827017e-18,0.003220618024232208,0.019518944425606862,0.05534910848975197,0.0,0.0,0.0,0.0,0.0
12.883333333333333,0.6365957,0.10462341923727876,0.0,0.0,1.176160749169682e-193,1.3692628165167535e-12,8.317560031288844e-11,5.951405069023483e-18,0.002969638215665615,0.01602943527173641,0.08562434566533186,0.0,0.0,0.0,0.0,0.0
