time,signal,fit_total,peak_1,peak_2,peak_3,peak_4,peak_5,peak_6,peak_7,peak_8,peak_9,peak_10,peak_11,peak_12,peak_13,peak_14
18.066666666666663,0.62255317,0.8375647027438948,1.2214772504678237e-31,1.160020667328582e-26,8.24623487659502e-65,6.559614460130872e-15,5.775146992732424e-38,0.1620435719687927,1.1902291480318005e-25,7.446328365904395e-06,0.05780487328533039,0.6177088111613992,0.0,0.0,0.0,0.0
18.08333333333333,0.59446806,0.8063047211329406,1.073238926733077e-31,1.0212389071268827e-26,5.745886347912865e-65,5.949703679208919e-15,4.3146000666036913e-38,0.16050870590028943,9.317458685552344e-26,6.877945338399242e-06,0.05632235860971475,0.5894667786775921,0.0,0.0,0.0,0.0
18.1,0.5710638,0.7749254450403863,9.429846764431382e-32,8.990490815436807e-27,4.003525646544698e-65,5.396405998910588e-15,3.223240850009927e-38,0.15898829667098072,7.293365903807889e-26,6.352546651883274e-06,0.05487567151861801,0.5610551243041303,0.0,0.0,0.0,0.0
18.116666666666667,0.5429787,0.7436352705521444,8.285334544217201e-32,7.914689728066976e-27,2.7894110302046825e-65,4.894475845057595e-15,2.4077966886816245e-38,0.1574822093402278,5.708504973908493e-26,5.866915836984712e-06,0.053464031482448895,0.5326831628136258,0.0,0.0,0.0,0.0
18.133333333333333,0.51957446,0.7126198358055913,7.279686308735819e-32,6.967530023912872e-27,1.943420551605616e-65,4.43915276928012e-15,1.7985472022393757e-38,0.1559903102071171,4.4676674598500185e-26,5.418074182772507e-06,0.052086671471260344,0.5045374360530266,0.0,0.0,0.0,0.0
18.15,0.4961702,0.6820424328252503,6.396059471034751e-32,6.13364002101611e-27,1.353958985237264e-65,4.0261166717699544e-15,1.343380286004763e-38,0.1545124667994189,3.496258932859261e-26,5.003263411888885e-06,0.05074283788026883,0.4767821248821467,0.0,0.0,0.0,0.0
18.166666666666668,0.4774468,0.6520447196150221,5.619653532057933e-32,5.399483499910688e-27,9.432541588353438e-66,3.651447148374763e-15,1.0033474095797451e-38,0.15304854786263442,2.735840957312866e-26,4.619929596728744e-06,0.049431790446731426,0.4495597613760559,0.0,0.0,0.0,0.0
18.183333333333334,0.45404255,0.6227476707720828,4.937462576279471e-32,4.7531407035983495e-27,6.571076338912763e-66,3.311586582986856e-15,7.493402439430056e-39,0.15159842334913542,2.1406360150386405e-26,4.265708229596078e-06,0.04815280215879797,0.42299217955591656,0.0,0.0,0.0,0.0
18.2,0.43531916,0.5942527106767882,4.3380577541479524e-32,4.18411544759177e-27,4.5775059931263623e-66,3.0033066409320223e-15,5.596058795937045e-39,0.15016196440739243,1.6747876285356482e-26,3.938410365716504e-06,0.04690515915691399,0.3971816487021131,0.0,0.0,0.0,0.0
18.216666666666665,0.41659573,0.5666429793398946,3.811396119622126e-32,3.683165229550252e-27,3.1886438664900064e-66,2.72367785064324e-15,4.17889149063613e-39,0.14873904337129484,1.3102127034050862e-26,3.636009763546306e-06,0.04568816062833304,0.37221213933050046,0.0,0.0,0.0,0.0
18.23333333333333,0.39787233,0.5399846870414637,3.3486526307400176e-32,3.242151598272215e-27,2.2210986984400106e-66,2.4700419895889635e-15,3.1204387274781203e-39,0.14732953374955968,1.0249182386510205e-26,3.3566309520054526e-06,0.04450111869526108,0.3481506779656885,0.0,0.0,0.0,0.0
18.25,0.38382977,0.5143285198113134,2.942072507631592e-32,2.853908368025665e-27,1.5470861749866483e-66,2.2399870164895702e-15,2.3299472449500898e-39,0.14593331021522832,8.016821201935612e-27,3.0985381591093122e-06,0.04334335829713352,0.32504875276079026,0.0,0.0,0.0,0.0
18.266666666666666,0.36978722,0.48971106345433185,2.5848414820747e-32,2.51212555161001e-27,1.0775713076473904e-66,2.031324315531926e-15,1.7396124344729966e-39,0.14455024859525342,6.270193434723922e-27,2.8601250409945435e-06,0.04221421706750208,0.3029437376665333,0.0,0.0,0.0,0.0
18.28333333333333,0.3557447,0.4661562191262379,2.270971771274121e-32,2.2112471387600193e-27,7.505203254940912e-67,1.8420680397999973e-15,1.298778312985863e-39,0.14318022586016999,4.90371981992337e-27,2.6399051545534854e-06,0.04111304520597944,0.28186030815493207,0.0,0.0,0.0,0.0
18.3,0.34170213,0.4436765883568732,1.9952018709858473e-32,1.9463810696012508e-27,5.2271369910533394e-67,1.6704163606799223e-15,9.696026279399731e-40,0.14182312011385542,3.834745325013939e-27,2.436503120829115e-06,0.04003920534567517,0.26181182639422007,0.0,0.0,0.0,0.0
18.316666666666663,0.33234042,0.4222748098626323,1.752908493781709e-32,1.7132199494115283e-27,3.6404104234030074e-67,1.5147344477456543e-15,7.238171867548757e-40,0.14047881058337763,2.998567112521146e-27,2.248646429992192e-06,0.03899207241652758,0.24280167821629556,0.0,0.0,0.0,0.0
