time,signal,fit_total,peak_1,peak_2,peak_3,peak_4,peak_5,peak_6,peak_7,peak_8,peak_9
22.066666666666663,0.09361702,0.09414951721258023,2.5675613116943075e-199,2.7485470077221835e-33,2.0389056584896038e-43,3.298456995494222e-107,9.906307833140943e-90,8.698523499208193e-71,6.850961373534623e-14,1.02947670067829e-22,0.09414951721251172
22.08333333333333,0.08893617,0.08877377103343677,1.5646035342365476e-199,2.4854090092595257e-33,1.763927921807436e-43,2.2549525227762895e-107,6.927719824325071e-90,6.3921237603062654e-71,6.238458722589514e-14,7.994835009789232e-23,0.08877377103337439
22.1,0.084255315,0.08333191892117052,9.534277972690452e-200,2.2474529262690708e-33,1.526023096524994e-43,1.5415469176038555e-107,4.844623005069539e-90,4.69715285755821e-71,5.6805869689467314e-14,6.207984260142396e-23,0.08333191892111372
22.116666666666667,0.079574466,0.07789032537752481,5.809935770596273e-200,2.032269881809702e-33,1.3201946106116665e-43,1.0538259295446168e-107,3.387824162782634e-90,3.4515496831724835e-71,5.1724856275492685e-14,4.8199241357848854e-23,0.07789032537747309
22.133333333333333,0.07021277,0.07250715273207886,3.540420702666549e-200,1.8376813322949404e-33,1.1421190878162234e-43,7.204001940276726e-108,2.3690431105364203e-90,2.5362000944593312e-71,4.709725496494204e-14,3.741783572547213e-23,0.07250715273203176
22.15,0.06553192,0.06723232330807545,2.1574385308472946e-200,1.6617170528847526e-33,9.88055678047653e-44,4.924607126956701e-108,1.656594905021464e-90,1.863557859422626e-71,4.288270496851806e-14,2.904466415840914e-23,0.06723232330803257
22.166666666666668,0.060851064,0.06210769838167807,1.3146859104827605e-200,1.5025952260373721e-33,8.547675953672273e-44,3.3663727613240868e-108,1.1583797575624207e-90,1.3692799900163861e-71,3.9044428786732976e-14,2.254258168114827e-23,0.06210769838163902
22.183333333333334,0.056170214,0.05716742924833029,8.011348146591471e-201,1.3587044323880176e-33,7.394542205630738e-44,2.3011540053915318e-108,8.099848670330866e-91,1.0060780815526137e-71,3.554891497214925e-14,1.7494071717795783e-23,0.057167429248294745
22.2,0.05148936,0.05243843870398079,4.8819038348406214e-201,1.2285873622895992e-33,6.396923463333257e-44,1.5729758357088218e-108,5.663620996149822e-91,7.39198693530382e-72,3.2365628893372426e-14,1.3574644572633193e-23,0.052438438703948424
22.216666666666665,0.04680851,0.04794099519567334,2.9749033042904858e-201,1.110926083691449e-33,5.533853344312987e-44,1.0752051141730851e-108,3.960069607334079e-91,5.431012500892007e-72,2.946674903709253e-14,1.0532141813536285e-23,0.04794099519564387
22.23333333333333,0.042127658,0.04368934640729993,1.812827607304832e-201,1.0045287177169192e-33,4.787191197174057e-44,7.349427589131776e-109,2.7688717510625907e-91,3.9901622389759636e-72,2.6826926600466323e-14,8.170637523989117e-24,0.0436893464072731
22.25,0.037446808,0.039692383804478024,1.1046893756774095e-201,9.083173874906603e-34,4.1412413938237586e-44,5.023525969557901e-109,1.93595059935101e-91,2.9315039089250997e-72,2.4423066323307418e-14,6.337917041405546e-24,0.0396923838044536
22.266666666666666,0.03276596,0.03595431441707431,6.731686254853166e-202,8.21317318601613e-34,3.5824238964650616e-44,3.433655732802024e-109,1.3535588308032985e-91,2.1536771650060704e-72,2.2234126689458738e-14,4.915739472451719e-24,0.035954314417052075
22.28333333333333,0.03276596,0.03247532070049306,4.10211257166389e-202,7.426469811979141e-34,3.098989195935254e-44,2.3469175229160823e-109,9.463492943408196e-92,1.5821984782381296e-72,2.0240937790916938e-14,3.812266076165474e-24,0.03247532070047282
22.3,0.028085107,0.029252193553902114,2.499719628389772e-202,6.715091742132106e-34,2.680771647094716e-44,1.60410172062496e-109,6.616331767753578e-92,1.1623357237463767e-72,1.842603529812089e-14,2.9561735347486537e-24,0.029252193553883688
22.316666666666663,0.023404256,0.026278927398135477,1.5232635320275049e-202,6.0718296172388345e-34,2.3189760310810876e-44,1.0963746856261995e-109,4.62566946772873e-92,8.538714721429186e-73,1.6773509116527254e-14,2.2920777693053467e-24,0.026278927398118702
22.33333333333333,0.023404256,0.023547269579891675,9.282368548549188e-203,5.4901638002998855e-34,2.005992870164814e-44,7.493403704224618e-110,3.233876679435517e-92,6.272544450015259e-73,1.5268865434359708e-14,1.776976992861677e-24,0.023547269579876406
22.35,0.018723404,0.021047219254528682,5.656432238152457e-203,4.964198418273181e-34,1.7352386232290243e-44,5.121442684626728e-110,2.2608089978877018e-92,4.607712220397326e-73,1.3898900980261437e-14,1.3774873405320327e-24,0.021047219254514783
22.366666666666667,0.0140425535,0.01876747331319684,3.4468817782091063e-203,4.488601708683844e-34,1.501017411130388e-44,3.500246066919613e-110,1.5805050094710218e-92,3.384677794991496e-73,1.2651588413433066e-14,1.0676947413907167e-24,0.018767473313184187
22.383333333333333,0.0140425535,0.016695818884643332,2.1004396394517475e-203,4.058552068709909e-34,1.298401372294402e-44,2.3922024320587788e-110,1.1048911381444669e-92,2.4862210183062658e-73,1.1515971863603058e-14,8.274858662927886e-25,0.016695818884631817
22.4,0.009361702,0.014819473492758665,1.2799530553617185e-203,3.6696892618680285e-34,1.1231271392889872e-44,1.6348969702415716e-110,7.723866136209916e-93,1.826217839976507e-73,1.0482071724652098e-14,6.412514689641586e-25,0.014819473492748182
22.416666666666668,0.009361702,0.013125375130091311,7.799699936755161e-204,3.318070289455645e-34,9.715062649639586e-45,1.1173158994125128e-110,5.399352047921575e-93,1.3413925939498282e-73,9.540797884569006e-15,4.968791573062667e-25,0.01312537513008177
22.433333333333334,0.009361702,0.011600425361215163,4.752933819096247e-204,3.000129480983867e-34,8.403477191226287e-45,7.635802998892572e-111,3.774333182651886e-93,9.852574622783845e-74,8.683870646388648e-15,3.849710861810012e-25,0.011600425361206479
22.45,0.004680851,0.010231689144712274,2.896314090367377e-204,2.712642400413118e-34,7.268908297122696e-45,5.2182708410838485e-111,2.638338607621812e-93,7.236592146712643e-74,7.903748660401398e-15,2.9823641880439e-25,0.01023168914470437
22.466666666666665,0.004680851,0.009006555404283377,1.7649384521644336e-204,2.45269320351619e-34,6.287472614846029e-45,3.5660850776464176e-111,1.8442192953883268e-93,5.3150704406662566e-74,7.193563247810308e-15,2.3101957000676927e-25,0.009006555404276183
22.48333333333333,0.004680851,0.007912862530896564,1.0755076181780493e-204,2.217645116530751e-34,5.438508145637202e-45,2.4369688875083543e-111,1.2890992209734602e-93,3.90368302631873e-74,6.5470585506340294e-15,1.789339285815088e-25,0.007912862530890017
22.5,0.0,0.006938992998141215,6.55386414808792e-205,2.0051137377722747e-34,4.7041398933794634e-45,1.665334532685132e-111,9.010562630555398e-94,2.867019790306601e-74,5.9585369924820875e-15,1.385775086271734e-25,0.0069389929981352565
22.516666666666666,0.0,0.0060739411569314195,3.993754792201598e-205,1.81294289238068e-34,4.068904059933537e-45,1.1380103903596588e-111,6.298096006563972e-94,2.1056078303326234e-74,5.4228095802777125e-15,1.0731223001062785e-25,0.006073941156925997
22.53333333333333,0.0,0.005307358073825787,2.4336906648762646e-205,1.6391827961519238e-34,3.519422898030081e-45,7.776500800780379e-112,4.4020854692750255e-94,1.5463755123183374e-74,4.935150618456765e-15,8.309260960576779e-26,0.005307358073820852
22.55,0.0,0.004629577015453,1.4830280784621605e-205,1.4820703077257044e-34,3.044123395488414e-45,5.313925809237886e-112,3.0768017550363644e-94,1.135646455865857e-74,4.4912564449820426e-15,6.433281753714939e-26,0.004629577015448509
22.566666666666663,-0.004680851,0.00403162288148066,9.037189497017356e-206,1.3400110694887458e-34,2.632993884065952e-45,3.6311153199250504e-112,2.1504652683750657e-94,8.339923632444223e-75,4.0872078329947156e-15,4.980351838634708e-26,0.004031622881476573
22.58333333333333,-0.004680851,0.0035052085679272344,5.507029740573474e-206,1.2115633566311549e-34,2.277373461956526e-45,2.4811778986708257e-112,1.5029940046638393e-94,6.124515868126652e-75,3.719435733372743e-15,3.8551833443660606e-26,0.003505208567923515
22.6,-0.004680851,0.0030427209154545165,3.3558417481566846e-206,1.0954234710475103e-34,1.969769807518169e-45,1.6953879446428219e-112,1.0504466110061409e-94,4.49751115495353e-75,3.3846900621518565e-15,2.983924892613534e-26,0.0030427209154511316
22.616666666666667,-0.004680851,0.0026371985744467214,2.0449634063006014e-206,9.90412532380323e-35,1.7037015576303886e-45,1.1584401984944542e-112,7.341463840855793e-95,3.3026576460361955e-75,3.080011262916735e-15,2.3093451772822854e-26,0.0026371985744436414
22.633333333333333,-0.004680851,0.0022823038083228924,1.2461480059954094e-206,8.954645326187556e-35,1.4735619396633087e-45,7.915375226597457e-113,5.130779026440092e-95,2.4251897035650007e-75,2.8027043981232068e-15,1.787097315844448e-26,0.0022823038083200895
22.65,-0.009361702,0.001972289964402594,7.593705153746145e-207,8.096155334343752e-35,1.27450079217765e-45,5.408324878793558e-113,3.5857164803823856e-95,1.7808147874124766e-75,2.5503155450672733e-15,1.382821776938243e-26,0.0019722899644000437
22.666666666666668,-0.009361702,0.0017019660715676369,4.627408623702484e-207,7.319938969811812e-35,1.102322495514847e-45,3.6952806693388625e-113,2.5058818843944496e-95,1.3076234414257295e-75,2.320610292045786e-15,1.0698998891690494e-26,0.0017019660715653162
22.683333333333334,-0.009361702,0.00146665977819535,2.8198239200950945e-207,6.618114513330001e-35,9.533976674795282e-46,2.5247913834501115e-113,1.7512061803451383e-95,9.601466610274623e-76,2.111554148342585e-15,8.277120243093848e-27,0.0014666597781932385
22.7,-0.009361702,0.0012621796233416355,1.7183283144185527e-207,5.983555011769697e-35,8.2458676835776e-46,1.72503136766262e-113,1.223787531862187e-95,7.049907460564056e-76,1.921294698163264e-15,6.402872267890857e-27,0.0012621796233397143
22.716666666666665,-0.009361702,0.001084777438938765,1.047105208849112e-207,5.409816029266476e-35,7.131740096182615e-46,1.1785877935428235e-113,8.551983375636043e-96,5.176309623689879e-76,1.748145343678519e-15,4.95256431176933e-27,0.0010847774389370168
22.73333333333333,-0.009361702,0.0009311115101027338,6.380790871925195e-208,4.891070311449723e-35,6.168101770501441e-46,8.05230734745287e-114,5.9761264056655e-96,3.80056436718284e-76,1.5905704960444848e-15,3.830411026316408e-27,0.0009311115101011433
22.75,-0.009361702,0.0007982109732674036,3.8882906355776e-208,4.4220487015724644e-35,5.334631663417061e-46,5.501387370399926e-114,4.1760417100919176e-96,2.790403334609509e-76,1.447172085767859e-15,2.9622442038569852e-27,0.0007982109732659564
22.766666666666666,-0.009361702,0.0006834418061580743,2.3694248838221206e-208,3.997986710552853e-35,4.613751911245824e-46,3.758526397376162e-114,2.9181124832574973e-96,2.0486932808578978e-76,1.3166772751790054e-15,2.2906398656957396e-27,0.0006834418061567577
22.78333333333333,-0.009361702,0.0005844746577541869,1.4438669919399252e-208,3.6145762001106675e-35,3.990257636958959e-46,2.5677722190208586e-114,2.0390665457075374e-96,1.5041044690568952e-76,1.197927266164871e-15,1.771142475094062e-27,0.000584474657752989
